'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for RED ROCKS POINT Western Australia for February 2018,,,,,,,,,,
Issued at 22:30 GMT on Thursday 01 March 2018,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
RED ROCKS POINT,01/02/2018,4.2,2.8, ,21.7,17.9,82,68,11.63,16.99
RED ROCKS POINT,02/02/2018,3.6,0.4, ,21.6,18.7,83,70,11.56,10.53
RED ROCKS POINT,03/02/2018,1.9,0.2, ,22.4,19.8,92,82,8.94,3.59
RED ROCKS POINT,04/02/2018,3.6,16.2, ,25.1,19.9,87,68,4.38,15.06
RED ROCKS POINT,05/02/2018,5.3,0.0, ,27.3,21.1,84,60,5.60,22.46
RED ROCKS POINT,06/02/2018,5.5,0.0, ,28.9,19.4,84,54,2.96,25.96
RED ROCKS POINT,07/02/2018,4.7,0.0, ,30.1,21.2,87,44,3.56,15.12
RED ROCKS POINT,08/02/2018,3.7,0.0, ,26.6,21.5,92,66,4.99,14.46
RED ROCKS POINT,09/02/2018,5.1,0.0, ,25.9,20.9,93,60,4.57,25.23
RED ROCKS POINT,10/02/2018,3.1,0.0, ,23.0,19.4,86,66,6.81,8.10
RED ROCKS POINT,11/02/2018,5.5,0.0, ,24.0,18.9,68,55,5.13,24.41
RED ROCKS POINT,12/02/2018,6.3,0.0, ,28.5,16.1,74,52,5.42,27.82
RED ROCKS POINT,13/02/2018,8.7,0.0, ,35.1,15.7,78,29,6.39,24.47
RED ROCKS POINT,14/02/2018,5.6,0.0, ,24.5,19.7,77,58,6.10,25.86
RED ROCKS POINT,15/02/2018,5.0,0.0, ,23.6,14.2,87,56,4.80,27.34
RED ROCKS POINT,16/02/2018, ,0.0, , ,13.2,83,60,6.40,27.29
RED ROCKS POINT,17/02/2018, , , , , , , , ,22.66
RED ROCKS POINT,18/02/2018, , , ,26.0, ,92,72,6.66,26.84
RED ROCKS POINT,19/02/2018,2.8,0.0, ,24.2,21.2,90,67,7.98,4.40
RED ROCKS POINT,20/02/2018,2.3,17.4, ,22.9,19.2,93,84,7.14,10.67
RED ROCKS POINT,21/02/2018,1.3,13.4, ,21.6,19.5,95,87,10.09,1.74
RED ROCKS POINT,22/02/2018,2.2,46.4, ,23.7,20.5,95,84,7.03,9.65
RED ROCKS POINT,23/02/2018,3.5,1.6, ,24.6,19.3,92,68,4.65,16.02
RED ROCKS POINT,24/02/2018,4.4,0.0, ,23.5,18.1,83,50,6.91,13.39
RED ROCKS POINT,25/02/2018,5.8,0.0, ,26.0,18.6,77,54,7.02,24.39
RED ROCKS POINT,26/02/2018,6.5,0.0, ,31.7,17.0,86,34,4.81,21.50
RED ROCKS POINT,27/02/2018,4.8,0.0, ,24.3,20.9,79,49,7.01,13.95
RED ROCKS POINT,28/02/2018,4.9,0.0, ,23.9,18.8,73,60,7.05,19.63
Totals:,,110.3,98.4, ,,,,,, 
