'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MANDORA Western Australia for May 2013,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 June 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MANDORA,06/05/2013,7.0,0.0, ,39.2,17.1,31,9,2.85,22.32
MANDORA,07/05/2013,6.3,0.0, ,39.0,17.6,30,9,2.33,22.29
MANDORA,08/05/2013,4.8,0.0, ,34.0,21.3,24,12,1.90,19.71
MANDORA,09/05/2013,5.8,0.0, ,35.1,22.3,23,11,2.59,20.02
MANDORA,10/05/2013,6.0,0.0, ,36.7,21.2,24,10,2.66,17.73
MANDORA,11/05/2013,7.8,0.0, ,33.1,22.5,22,13,4.76,15.43
MANDORA,12/05/2013,9.7,0.0, ,32.6,22.8,22,13,6.82,20.02
MANDORA,13/05/2013,8.5,0.0, ,29.9,19.3,27,15,6.39,20.87
MANDORA,14/05/2013,6.4,0.0, ,25.1,21.6,34,19,5.63,6.24
MANDORA,15/05/2013,5.5,3.4, ,21.3,15.2,35,26,6.23,7.54
MANDORA,16/05/2013,6.1,0.4, ,27.5,16.0,33,17,4.41,17.07
MANDORA,17/05/2013,6.0,0.0, ,29.1,17.8,30,16,3.57,20.29
MANDORA,18/05/2013,5.3,0.0, ,33.0,18.2,29,13,2.63,17.96
MANDORA,19/05/2013,4.8,0.0, ,32.0,22.3,22,13,2.40,11.35
MANDORA,20/05/2013,5.0,7.8, ,26.4,20.5,25,18,3.13,11.81
MANDORA,21/05/2013,5.5,2.8, ,28.3,18.3,29,16,3.20,20.12
MANDORA,22/05/2013,6.1,0.0, ,27.3,13.6,39,17,4.54,19.81
MANDORA,23/05/2013,6.7,0.0, ,28.7,16.9,32,16,4.68,19.74
MANDORA,24/05/2013,6.8,0.0, ,30.6,18.9,28,14,4.41,19.27
MANDORA,25/05/2013,6.8,0.0, ,31.1,19.3,29,14,4.14,19.94
MANDORA,26/05/2013,5.7,0.0, ,30.4,17.6,34,14,3.17,20.17
MANDORA,27/05/2013,5.7,0.0, ,30.8,14.1,38,14,3.16,20.16
MANDORA,28/05/2013,5.5,0.0, ,31.8,14.1,37,14,2.92,19.93
MANDORA,29/05/2013,4.2,0.0, ,32.7,13.5,39,13,1.82,18.30
MANDORA,30/05/2013,4.2,0.0, ,29.7,19.9,26,15,2.18,11.81
MANDORA,31/05/2013,6.3,0.0, ,27.0,21.7,29,18,4.87,8.75
Totals:,,158.5,14.4, ,,,,,, 
