'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for PORT HEDLAND AIRPORT Western Australia for January 2009,,,,,,,,,,
Issued at 04:34 GMT on Thursday 22 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2009 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
PORT HEDLAND AIRPORT,01/01/2009,6.7,42.6,13.4,38.0,24.4,95,36,1.60,27.64
PORT HEDLAND AIRPORT,02/01/2009,8.9,0.8,7.6,41.4,26.3,86,20,2.86,31.32
PORT HEDLAND AIRPORT,03/01/2009,10.4,0.0,11.6,41.0,24.6,93,12,4.35,32.10
PORT HEDLAND AIRPORT,04/01/2009,10.3,0.0,14.8,40.6,25.6,95,15,4.61,31.99
PORT HEDLAND AIRPORT,05/01/2009,7.4,0.0,10.6,34.6,27.8,93,63,5.14,31.08
PORT HEDLAND AIRPORT,06/01/2009,7.6,0.0,9.0,34.3,27.5,87,58,4.63,31.21
PORT HEDLAND AIRPORT,07/01/2009,8.2,0.0,9.6,35.4,26.5,88,52,5.46,31.52
PORT HEDLAND AIRPORT,08/01/2009,8.5,0.0,9.6,38.4,25.9,93,43,3.93,31.75
PORT HEDLAND AIRPORT,09/01/2009,9.0,0.0,9.2,42.2,25.1,99,18,2.57,32.45
PORT HEDLAND AIRPORT,10/01/2009,8.4,0.0,10.2,38.5,26.8,97,47,4.00,31.81
PORT HEDLAND AIRPORT,11/01/2009,7.4,0.0,9.0,35.7,26.7,97,59,4.07,31.38
PORT HEDLAND AIRPORT,12/01/2009,8.2,0.0,11.0,35.4,27.3,95,47,5.55,31.34
PORT HEDLAND AIRPORT,13/01/2009,7.5,0.0,10.6,34.1,27.6,84,59,4.95,30.39
PORT HEDLAND AIRPORT,14/01/2009,7.3,0.0,9.0,33.8,27.8,85,57,4.08,29.54
PORT HEDLAND AIRPORT,15/01/2009,7.8,0.0,8.0,36.4,26.6,88,40,4.07,27.82
PORT HEDLAND AIRPORT,16/01/2009,11.2,0.0,10.0,46.0,27.5,88,9,4.18,30.18
PORT HEDLAND AIRPORT,17/01/2009,9.9,0.0,13.6,44.0,29.4,92,14,3.63,29.35
PORT HEDLAND AIRPORT,18/01/2009,8.5,0.0,12.4,38.6,28.0,92,38,4.03,29.88
PORT HEDLAND AIRPORT,19/01/2009,8.6,0.0,11.6,39.1,26.7,92,38,4.49,29.10
PORT HEDLAND AIRPORT,20/01/2009,7.3,0.0,10.0,35.6,28.9,87,55,4.06,28.07
PORT HEDLAND AIRPORT,21/01/2009,8.7,0.0,10.2,38.1,25.6,80,38,4.42,29.95
PORT HEDLAND AIRPORT,22/01/2009,7.9,0.0,11.0,36.5,27.5,83,54,5.63,27.87
PORT HEDLAND AIRPORT,23/01/2009,7.7,1.6,10.0,36.4,27.5,91,45,4.38,28.03
PORT HEDLAND AIRPORT,24/01/2009,7.4,0.0,9.2,37.0,28.3,97,51,4.78,26.75
PORT HEDLAND AIRPORT,25/01/2009,4.0,18.8,11.8,31.0,23.4,94,68,5.88,13.63
PORT HEDLAND AIRPORT,26/01/2009,6.6,1.8,9.4,33.9,26.3,94,60,7.03,24.80
PORT HEDLAND AIRPORT,27/01/2009,6.0,0.2,8.2,32.7,27.8,94,62,5.17,24.27
PORT HEDLAND AIRPORT,28/01/2009,6.7,8.4,7.6,34.0,26.2,95,54,4.74,26.63
PORT HEDLAND AIRPORT,29/01/2009,6.9,0.0,8.0,32.9,24.3,92,53,4.55,28.53
PORT HEDLAND AIRPORT,30/01/2009,6.9,0.0,8.0,32.8,26.4,84,58,5.49,27.30
PORT HEDLAND AIRPORT,31/01/2009,7.6,0.0,9.8,33.5,24.8,88,50,5.30,30.01
Totals:,,245.5,74.2,314,,,,,, 
