'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for ALBANY AIRPORT Western Australia for December 2011,,,,,,,,,,
Issued at 22:34 GMT on Sunday 01 January 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
ALBANY AIRPORT,01/12/2011,6.3,0.0,6.2,23.2,11.5,89,44,7.11,33.83
ALBANY AIRPORT,02/12/2011,6.7,0.0,8.0,23.7,13.8,87,41,8.08,33.40
ALBANY AIRPORT,03/12/2011,6.9,0.0,10.4,24.6,15.1,87,41,8.41,33.17
ALBANY AIRPORT,04/12/2011,8.4,0.0,8.0,34.1,14.8,91,23,5.17,27.00
ALBANY AIRPORT,05/12/2011,5.1,2.0,6.0,24.8,17.5,91,65,6.35,27.11
ALBANY AIRPORT,06/12/2011,4.4,0.2,6.8,22.0,17.1,94,60,9.10,20.85
ALBANY AIRPORT,07/12/2011,1.9,21.0,6.6,16.8,15.1,99,90,7.58,14.23
ALBANY AIRPORT,08/12/2011,2.9,16.2,1.6,19.3,15.3,98,77,5.84,17.84
ALBANY AIRPORT,09/12/2011,4.1,0.6,1.4,19.7,12.6,96,51,2.68,24.13
ALBANY AIRPORT,10/12/2011,4.7,0.0,4.6,20.7,9.5,97,48,3.28,28.40
ALBANY AIRPORT,11/12/2011,5.3,0.0,6.6,22.9,8.6,99,49,2.99,33.48
ALBANY AIRPORT,12/12/2011,4.3,0.0,6.8,19.4,14.1,84,56,6.74,21.51
ALBANY AIRPORT,13/12/2011,2.8,1.0,4.8,18.2,15.0,96,76,8.68,17.23
ALBANY AIRPORT,14/12/2011, ,10.6,2.8,20.6,15.8,98,76,6.49, 
ALBANY AIRPORT,15/12/2011,5.5,3.4,1.8,22.0,16.0,94,42,6.00,27.75
ALBANY AIRPORT,16/12/2011,3.9,0.8,6.2,19.3,13.0,95,63,4.95,23.09
ALBANY AIRPORT,17/12/2011,4.5,1.4,3.6,23.2,10.5,99,55,1.74,26.91
ALBANY AIRPORT,18/12/2011,5.5,0.0,3.6,24.5,11.7,100,48,3.01,31.93
ALBANY AIRPORT,19/12/2011,5.4,2.6,6.8,21.7,12.4,97,45,3.26,32.80
ALBANY AIRPORT,20/12/2011,5.3,0.0,6.6,23.5,9.2,97,48,3.79,30.42
ALBANY AIRPORT,21/12/2011,6.4,0.0,4.8,28.0,12.3,99,43,2.65,34.20
ALBANY AIRPORT,22/12/2011,5.2,0.0,6.8,25.8,12.8,98,58,2.60,29.27
ALBANY AIRPORT,23/12/2011,5.8,0.4,5.4,22.2,15.1,91,49,3.39,34.35
ALBANY AIRPORT,24/12/2011,5.2,0.0,7.0,21.0,12.8,97,48,3.68,31.59
ALBANY AIRPORT,25/12/2011,4.9,0.0,6.2,21.2,8.1,96,48,2.84,30.55
ALBANY AIRPORT,26/12/2011,5.3,0.0,6.2,22.8,8.2,97,52,3.31,33.83
ALBANY AIRPORT,27/12/2011,5.9,0.0,7.0,25.6,10.7,100,44,5.26,30.52
ALBANY AIRPORT,28/12/2011,6.5,0.0,7.4,27.7,17.0,93,53,6.28,31.83
ALBANY AIRPORT,29/12/2011,10.1,0.0,7.6,36.5,17.7,94,16,5.51,32.66
ALBANY AIRPORT,30/12/2011,2.2,0.0,11.4,22.3,16.5,98,72,3.71,8.73
ALBANY AIRPORT,31/12/2011,2.6,0.8,1.4,22.9,18.1,98,72,3.23,11.90
Totals:,,154,61,180.4,,,,,, 
