'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for TROUGHTON ISLAND Western Australia for December 2012,,,,,,,,,,
Issued at 22:37 GMT on Tuesday 01 January 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
TROUGHTON ISLAND,01/12/2012, ,0.0, , ,28.5, , , ,25.60
TROUGHTON ISLAND,02/12/2012, , , ,33.0, , , , ,31.33
TROUGHTON ISLAND,03/12/2012, ,0.0, ,34.0,28.5, , , ,29.66
TROUGHTON ISLAND,04/12/2012, ,0.0, , ,29.4, , , ,30.87
TROUGHTON ISLAND,05/12/2012, , , , , , , , ,31.32
TROUGHTON ISLAND,06/12/2012, , , , , , , , ,30.14
TROUGHTON ISLAND,07/12/2012, , , , , ,84,55,3.60,31.26
TROUGHTON ISLAND,08/12/2012, , , ,34.6, ,90,71,5.15,31.27
TROUGHTON ISLAND,09/12/2012,7.5,1.2, ,35.4,25.3,99,60,6.20,31.32
TROUGHTON ISLAND,10/12/2012,6.4,50.6, ,32.5,23.9,99,59,6.60,27.02
TROUGHTON ISLAND,11/12/2012,6.9,0.0, ,32.7,28.4,89,68,3.44,31.08
TROUGHTON ISLAND,12/12/2012,6.9,0.0, ,32.7,26.7,88,60,4.57,29.53
TROUGHTON ISLAND,13/12/2012,7.0,0.0, ,32.6,28.3,86,66,3.11,31.33
TROUGHTON ISLAND,14/12/2012,7.2,0.0, ,33.2,28.5,83,62,3.30,31.13
TROUGHTON ISLAND,15/12/2012,7.0,0.0, ,33.1,28.6,91,65,2.86,31.18
TROUGHTON ISLAND,16/12/2012,6.0,0.0, ,34.1,29.0,81,58,3.47,22.04
TROUGHTON ISLAND,17/12/2012,6.8,0.0, ,33.4,28.7,81,58,3.42,27.58
TROUGHTON ISLAND,18/12/2012,7.1,0.0, ,33.9,29.5,81,65,3.88,29.27
TROUGHTON ISLAND,19/12/2012,6.1,0.0, ,33.5,29.5,84,67,3.21,24.85
TROUGHTON ISLAND,20/12/2012,6.8,0.0, ,33.2,28.1,83,63,2.39,30.36
TROUGHTON ISLAND,21/12/2012,7.1,0.0, ,33.8,28.6,84,65,3.33,30.41
TROUGHTON ISLAND,22/12/2012,7.6,0.0, ,34.6,28.5,81,58,4.41,30.31
TROUGHTON ISLAND,23/12/2012,8.0,0.0, ,35.1,29.7,77,62,5.31,30.41
TROUGHTON ISLAND,24/12/2012,7.6,0.0, ,35.1,29.6,90,63,4.71,31.20
TROUGHTON ISLAND,25/12/2012,7.4,0.4, ,34.6,26.1,83,60,5.57,28.95
TROUGHTON ISLAND,26/12/2012,7.2,0.0, ,34.2,29.9,79,65,3.78,29.14
TROUGHTON ISLAND,27/12/2012,5.9,15.2, ,33.3,23.0,99,65,3.70,26.64
TROUGHTON ISLAND,28/12/2012,6.9,0.0, ,33.2,28.3,90,69,2.94,30.94
TROUGHTON ISLAND,29/12/2012,7.0,0.0, ,33.6,29.0,87,68,3.15,30.63
TROUGHTON ISLAND,30/12/2012,7.2,0.0, ,33.0,29.2,82,65,4.45,30.10
TROUGHTON ISLAND,31/12/2012,6.8,0.0, ,33.8,28.9,91,58,3.97,27.39
Totals:,,160.4,67.4, ,,,,,, 
