'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for TROUGHTON ISLAND Western Australia for May 2015,,,,,,,,,,
Issued at 22:30 GMT on Monday 01 June 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
TROUGHTON ISLAND,01/05/2015, , , , , , , , ,23.19
TROUGHTON ISLAND,02/05/2015, , , , , , , , ,23.06
TROUGHTON ISLAND,03/05/2015, , , , , , , , ,22.58
TROUGHTON ISLAND,04/05/2015, , , , , , , , ,22.70
TROUGHTON ISLAND,05/05/2015, , , , , , , , ,21.55
TROUGHTON ISLAND,06/05/2015, , , , , , , , ,22.05
TROUGHTON ISLAND,07/05/2015, , , , , , , , ,22.00
TROUGHTON ISLAND,08/05/2015, , , ,32.3,26.6, , , ,22.50
TROUGHTON ISLAND,09/05/2015, ,0.0, ,31.6,25.9, , , ,22.41
TROUGHTON ISLAND,10/05/2015, ,0.0, ,31.6,25.0, , , ,22.21
TROUGHTON ISLAND,11/05/2015, ,0.0, ,32.2,26.0, , , ,21.56
TROUGHTON ISLAND,12/05/2015, ,0.0, ,32.1,24.4, , , ,21.92
TROUGHTON ISLAND,13/05/2015,7.2,0.0, ,31.0,23.9,73,35,6.69,22.01
TROUGHTON ISLAND,14/05/2015,9.0,0.0, ,30.7,26.0,60,34,9.98,21.83
TROUGHTON ISLAND,15/05/2015,9.0,0.0, ,27.5,23.0,47,26,9.58,22.00
TROUGHTON ISLAND,16/05/2015,8.3,0.0, ,27.6,22.1,49,28,8.45,22.20
TROUGHTON ISLAND,17/05/2015,7.1,0.0, ,29.4,23.6,73,36,7.48,21.50
TROUGHTON ISLAND,18/05/2015,5.2,0.0, ,31.4,23.7,85,30,2.76,21.21
TROUGHTON ISLAND,19/05/2015,4.8,0.0, ,31.5,24.6,84,40,2.42,20.32
TROUGHTON ISLAND,20/05/2015,4.7,0.0, ,31.0,25.1,85,57,2.92,20.63
TROUGHTON ISLAND,21/05/2015,4.3,0.0, ,30.4,25.7,93,62,2.27,20.54
TROUGHTON ISLAND,22/05/2015,4.9,0.0, ,31.6,25.3,91,51,3.66,20.20
TROUGHTON ISLAND,23/05/2015,6.3,0.0, ,30.4,25.3,79,50,7.50,20.54
TROUGHTON ISLAND,24/05/2015,7.2,0.0, ,30.8,25.8,67,47,8.20,20.93
TROUGHTON ISLAND,25/05/2015,7.1,0.0, ,29.7,24.5,73,36,7.55,21.01
TROUGHTON ISLAND,26/05/2015,5.6,0.0, ,30.7,24.2,84,37,4.46,20.36
TROUGHTON ISLAND,27/05/2015,5.4,0.0, ,31.8,24.8,89,42,4.14,20.16
TROUGHTON ISLAND,28/05/2015,4.6,0.0, ,31.6,24.8,94,45,2.70,19.91
TROUGHTON ISLAND,29/05/2015,4.6,0.0, ,30.6,24.7,91,57,3.66,19.76
TROUGHTON ISLAND,30/05/2015,4.4,0.0, ,31.1,24.6,95,58,3.41,19.46
TROUGHTON ISLAND,31/05/2015,4.5,0.0, ,30.7,25.3,92,63,4.79,18.67
Totals:,,114.2,0, ,,,,,, 
