'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for FORREST Western Australia for September 2013,,,,,,,,,,
Issued at 22:31 GMT on Tuesday 01 October 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
FORREST,06/09/2013,3.8,13.4, ,21.1,12.0,100,37,4.82,17.31
FORREST,07/09/2013,2.7,2.0, ,20.8,13.1,100,66,6.74,14.19
FORREST,08/09/2013,3.4,1.4, ,22.6,13.1,100,57,6.33,15.49
FORREST,09/09/2013,4.0,0.0, ,20.3,8.5,99,40,5.75,21.00
FORREST,10/09/2013,4.2,0.0, ,22.4,5.2,100,30,2.66,24.78
FORREST,11/09/2013,9.0,0.0, ,33.7,9.3,99,14,7.56,20.91
FORREST,12/09/2013,5.5,1.2, ,23.4,12.6,100,32,7.83,24.07
FORREST,13/09/2013,4.9,0.0, ,23.5,8.0,99,30,4.33,24.77
FORREST,14/09/2013,5.6,0.0, ,26.5,9.0,100,26,6.89,14.10
FORREST,15/09/2013,4.9,0.0, ,22.8,11.6,100,33,7.15,19.99
FORREST,16/09/2013,4.5,2.2, ,22.8,7.5,100,31,3.01,25.64
FORREST,17/09/2013,7.0,0.0, ,22.0,11.5,71,23,10.40,24.98
FORREST,18/09/2013,5.2,0.0, ,20.9,4.0,97,21,4.88,26.79
FORREST,19/09/2013,5.8,0.0, ,24.1,8.6,98,26,5.68,26.64
FORREST,20/09/2013,8.2,0.0, ,30.6,9.5,99,8,5.78,26.96
FORREST,21/09/2013,7.0,0.0, ,28.2,13.1,93,20,5.63,26.93
FORREST,22/09/2013,13.3,0.0, ,36.2,10.8,100,4,10.87,27.76
FORREST,23/09/2013,8.7,0.0, ,28.7,10.7,82,20,9.14,27.30
FORREST,24/09/2013,10.5,0.0, ,30.9,16.5,56,15,9.15,28.11
FORREST,25/09/2013,7.6,0.0, ,25.7,11.7,94,16,8.67,27.40
FORREST,26/09/2013,7.4,0.0, ,26.2,3.9,76,5,4.76,29.30
FORREST,27/09/2013,6.4,0.0, ,24.9,10.3,98,21,5.51,28.70
FORREST,28/09/2013,8.5,0.0, ,32.8,6.1,82,9,4.50,28.85
FORREST,29/09/2013,12.0,0.0, ,36.7,10.4,62,6,7.40,27.89
FORREST,30/09/2013,9.0,0.0, ,29.8,14.3,73,15,8.92,21.89
Totals:,,169.1,20.2, ,,,,,, 
