'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for NORTH ISLAND Western Australia for April 2013,,,,,,,,,,
Issued at 22:38 GMT on Wednesday 01 May 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
NORTH ISLAND,01/04/2013, ,0.0, ,30.4,22.3, , , , 
NORTH ISLAND,02/04/2013, ,0.0, ,29.9,22.2,81,37,5.27, 
NORTH ISLAND,03/04/2013, ,0.0, ,28.9,21.7,87,45,6.17, 
NORTH ISLAND,04/04/2013, ,0.0, ,28.6,20.9, , , , 
NORTH ISLAND,05/04/2013, ,0.0, ,28.2,22.3,91,47,7.30, 
NORTH ISLAND,06/04/2013, ,0.0, ,27.4,22.4,85,62,9.56, 
NORTH ISLAND,07/04/2013, ,0.0, ,27.5,21.4,93,67,7.89, 
NORTH ISLAND,08/04/2013, ,0.0, ,28.2,22.7,97,75,5.21, 
NORTH ISLAND,09/04/2013, ,0.0, ,28.0,22.6,96,75,7.13, 
NORTH ISLAND,10/04/2013, ,0.0, ,28.3,23.1,96,77,5.85, 
NORTH ISLAND,11/04/2013, ,0.0, ,29.5,21.3,91,5,6.10, 
NORTH ISLAND,12/04/2013, ,0.0, ,27.4,24.1,83,70,8.85, 
NORTH ISLAND,13/04/2013, , , ,30.6,24.3, , , , 
NORTH ISLAND,14/04/2013, , , ,29.6,19.9, , , , 
NORTH ISLAND,15/04/2013, ,0.0, ,27.9,23.0,82,74,5.92, 
NORTH ISLAND,16/04/2013, ,0.0, ,27.5,22.4,81,69,6.43, 
NORTH ISLAND,17/04/2013, ,3.6, ,27.0,20.7,81,36,5.12, 
NORTH ISLAND,18/04/2013, ,0.4, ,28.4,20.9,80,65,6.50, 
NORTH ISLAND,19/04/2013, ,0.0, ,27.8,23.3,80,69,6.26, 
NORTH ISLAND,20/04/2013, ,0.0, ,27.2,22.2,80,57,7.00, 
NORTH ISLAND,21/04/2013, ,0.0, ,24.5,19.8,66,41,6.40, 
NORTH ISLAND,22/04/2013, ,0.0, ,25.0,19.8,80,51,4.92, 
NORTH ISLAND,23/04/2013, ,0.0, ,25.9,19.4,80,48,7.47, 
NORTH ISLAND,24/04/2013, ,0.0, ,27.7,21.5,79,40,6.55, 
NORTH ISLAND,25/04/2013, ,0.0, ,25.3,23.3,82,72,6.80, 
NORTH ISLAND,26/04/2013, ,0.0, ,27.0,19.5,83,64,6.63, 
NORTH ISLAND,27/04/2013, ,0.0, ,25.7,21.1,78,63,6.67, 
NORTH ISLAND,28/04/2013, ,0.0, ,26.2,20.8,77,61,6.35, 
NORTH ISLAND,29/04/2013, ,0.0, ,26.6,21.0,80,57,7.33, 
NORTH ISLAND,30/04/2013, ,0.0, ,27.6,20.8,83,61,4.34, 
Totals:,, ,4, ,,,,,, 
