'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for GERALDTON AIRPORT COMPARISON Western Australia for June 2014,,,,,,,,,,
Issued at 22:31 GMT on Saturday 21 June 2014,,,,,,,,,,
© Copyright Commonwealth of Australia 2014 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
GERALDTON AIRPORT COMPARISON,01/06/2014,2.4,0.0, ,22.9,10.5,95,59,3.74,12.32
GERALDTON AIRPORT COMPARISON,02/06/2014,2.7,0.0, ,23.5,11.9,98,50,3.71,12.96
GERALDTON AIRPORT COMPARISON,03/06/2014,2.7,0.0, ,23.5,8.5,97,46,3.35,13.38
GERALDTON AIRPORT COMPARISON,04/06/2014,3.5,0.0, ,26.2,10.2,94,24,3.22,13.61
GERALDTON AIRPORT COMPARISON,05/06/2014,4.1,0.0, ,28.2,8.7,74,20,3.27,13.76
GERALDTON AIRPORT COMPARISON,06/06/2014,4.2,0.0, ,25.4,9.0,63,22,3.91,13.74
GERALDTON AIRPORT COMPARISON,07/06/2014,4.7,0.0, ,25.1,12.0,66,25,5.32,9.14
GERALDTON AIRPORT COMPARISON,08/06/2014,3.1,0.0, ,22.8,13.6,83,34,4.12,3.23
GERALDTON AIRPORT COMPARISON,09/06/2014,3.2,0.0, ,24.8,13.0,87,31,3.41,10.51
GERALDTON AIRPORT COMPARISON,10/06/2014,2.4,4.0, ,18.5,15.4,95,49,5.88,5.86
GERALDTON AIRPORT COMPARISON,11/06/2014,2.4,11.0, ,17.7,6.7,93,50,4.85,13.43
GERALDTON AIRPORT COMPARISON,12/06/2014,2.4,0.0, ,18.1,5.5,93,49,4.39,13.30
GERALDTON AIRPORT COMPARISON,13/06/2014,2.8,0.0, ,19.3,5.4,86,40,4.20,13.41
GERALDTON AIRPORT COMPARISON,14/06/2014,2.8,0.0, ,19.8,5.9,85,36,3.70,13.41
GERALDTON AIRPORT COMPARISON,15/06/2014,2.8,0.0, ,21.4,4.2,86,31,3.05,13.45
GERALDTON AIRPORT COMPARISON,16/06/2014,4.0,0.0, ,23.0,7.1,78,26,4.91,13.09
GERALDTON AIRPORT COMPARISON,17/06/2014,4.2,0.0, ,23.2,9.8,95,36,8.60,5.19
GERALDTON AIRPORT COMPARISON,18/06/2014,2.7,11.8, ,19.6,14.3,89,51,5.27,11.34
GERALDTON AIRPORT COMPARISON,19/06/2014,2.1,0.4, ,20.6,10.7,93,58,3.40,10.85
GERALDTON AIRPORT COMPARISON,20/06/2014, ,0.4, , ,9.3, , , ,13.12
Totals:,,59.2,27.6, ,,,,,, 
