'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for GERALDTON AIRPORT COMPARISON Western Australia for September 2012,,,,,,,,,,
Issued at 22:38 GMT on Monday 01 October 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
GERALDTON AIRPORT COMPARISON,01/09/2012,3.2,0.4, ,21.3,12.6,95,47,3.69,15.44
GERALDTON AIRPORT COMPARISON,02/09/2012,3.4,0.0, ,22.4,4.6,97,46,3.02,19.85
GERALDTON AIRPORT COMPARISON,03/09/2012,4.3,0.0, ,21.8,8.5,96,46,9.05,18.55
GERALDTON AIRPORT COMPARISON,04/09/2012,4.1,6.6, ,18.1,10.7,83,45,8.46,18.04
GERALDTON AIRPORT COMPARISON,05/09/2012,2.2,0.0, ,18.4,8.5,92,57,2.97,9.46
GERALDTON AIRPORT COMPARISON,06/09/2012,3.8,1.4, ,19.6,11.4,99,35,4.71,19.79
GERALDTON AIRPORT COMPARISON,07/09/2012,5.4,0.2, ,24.4,5.3,94,25,5.78,20.49
GERALDTON AIRPORT COMPARISON,08/09/2012,7.4,0.0, ,30.3,10.6,69,14,5.63,20.40
GERALDTON AIRPORT COMPARISON,09/09/2012,7.0,0.0, ,30.7,14.5,92,19,5.91,20.75
GERALDTON AIRPORT COMPARISON,10/09/2012,4.0,0.0, ,24.8,12.4,99,52,4.88,19.57
GERALDTON AIRPORT COMPARISON,11/09/2012,3.6,0.4, ,22.6,13.9,99,53,4.22,18.88
GERALDTON AIRPORT COMPARISON,12/09/2012,4.5,0.0, ,22.2,5.7,98,35,5.51,21.35
GERALDTON AIRPORT COMPARISON,13/09/2012,6.3,0.2, ,27.0,4.1,93,22,5.84,21.31
GERALDTON AIRPORT COMPARISON,14/09/2012,5.9,0.0, ,27.3,12.2,62,24,5.43,12.06
GERALDTON AIRPORT COMPARISON,15/09/2012,5.1,0.0, ,25.1,7.8,92,32,4.97,21.84
GERALDTON AIRPORT COMPARISON,16/09/2012,6.2,0.0, ,32.0,9.3,96,19,3.71,21.89
GERALDTON AIRPORT COMPARISON,17/09/2012,3.9,0.0, ,23.7,13.9,97,57,6.75,18.54
GERALDTON AIRPORT COMPARISON,18/09/2012,4.0,3.2, ,23.2,16.2,93,57,5.95,18.75
GERALDTON AIRPORT COMPARISON,19/09/2012,3.0,0.0, ,23.0,13.7,99,52,3.20,12.74
GERALDTON AIRPORT COMPARISON,20/09/2012,4.2,0.6, ,23.1,11.1,99,45,4.29,22.11
GERALDTON AIRPORT COMPARISON,21/09/2012,4.4,0.6, ,23.5,11.6,96,53,7.55,20.95
GERALDTON AIRPORT COMPARISON,22/09/2012,3.9,2.0, ,20.4,14.8,90,41,5.26,16.18
GERALDTON AIRPORT COMPARISON,23/09/2012,4.7,0.0, ,23.5,4.3,96,33,4.08,23.23
GERALDTON AIRPORT COMPARISON,24/09/2012,3.6,0.0, ,22.0,6.2,99,51,3.55,21.14
GERALDTON AIRPORT COMPARISON,25/09/2012,3.5,0.8, ,22.6,13.6,94,60,5.23,17.20
GERALDTON AIRPORT COMPARISON,26/09/2012,4.0,2.2, ,21.1,14.2,86,52,5.64,17.91
GERALDTON AIRPORT COMPARISON,27/09/2012,4.4,2.0, ,19.9,14.3,93,43,6.67,21.77
GERALDTON AIRPORT COMPARISON,28/09/2012,4.5,0.0, ,20.7,9.2,90,32,4.36,23.19
GERALDTON AIRPORT COMPARISON,29/09/2012,5.5,0.0, ,23.6,3.8,95,19,4.47,24.37
GERALDTON AIRPORT COMPARISON,30/09/2012,7.2,0.0, ,31.8,4.4,97,5,3.69,24.50
Totals:,,137.2,20.6, ,,,,,, 
