'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BROOME AIRPORT Western Australia for February 2021,,,,,,,,,,
Issued at 22:31 GMT on Monday 01 March 2021,,,,,,,,,,
© Copyright Commonwealth of Australia 2021 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BROOME AIRPORT,01/02/2021,4.5,21.6, ,30.9,25.1,96,70,4.68,18.98
BROOME AIRPORT,02/02/2021,5.9,2.6, ,32.4,25.2,98,64,3.95,26.26
BROOME AIRPORT,03/02/2021,5.5,0.0, ,32.1,28.1,81,63,3.67,20.83
BROOME AIRPORT,04/02/2021,6.5,0.0, ,32.3,25.7,88,57,4.20,27.08
BROOME AIRPORT,05/02/2021,6.1,0.0, ,32.5,27.0,91,60,4.70,24.68
BROOME AIRPORT,06/02/2021,6.6,2.0, ,32.3,25.2,91,54,4.15,27.69
BROOME AIRPORT,07/02/2021, ,0.0, , ,28.4,76,50,5.20,25.02
BROOME AIRPORT,08/02/2021,7.9, , ,33.2,28.2,72,52,5.83,28.18
BROOME AIRPORT,09/02/2021,7.3,0.0, ,33.0,28.3,72,54,5.75,24.57
BROOME AIRPORT,10/02/2021,7.6,0.0, ,32.8,28.7,69,54,5.71,26.11
BROOME AIRPORT,11/02/2021,7.1,0.0, ,32.7,28.4,72,58,5.50,25.00
BROOME AIRPORT,12/02/2021,7.1,2.2, ,32.8,26.7,82,55,4.70,28.46
BROOME AIRPORT,13/02/2021,6.6,0.0, ,32.8,24.5,91,49,4.19,26.88
BROOME AIRPORT,14/02/2021,7.0,0.0, ,32.6,28.5,75,54,5.24,24.14
BROOME AIRPORT,15/02/2021,3.0,0.0, ,29.5,25.0,94,71,2.55,11.10
BROOME AIRPORT,16/02/2021,5.0,0.2, ,32.4,25.1,96,57,2.61,20.84
BROOME AIRPORT,17/02/2021,6.5,0.0, ,33.1,28.4,84,66,4.44,26.67
BROOME AIRPORT,18/02/2021,7.0,0.0, ,33.8,29.0,82,58,5.07,26.39
BROOME AIRPORT,19/02/2021,6.9,0.0, ,33.3,29.1,81,64,5.46,26.13
BROOME AIRPORT,20/02/2021,6.3,0.0, ,34.7,27.4,86,52,3.96,22.33
BROOME AIRPORT,21/02/2021, ,0.0, , ,28.8,96,63,4.81,23.77
BROOME AIRPORT,22/02/2021,7.6,32.8, ,37.7,22.3,90,41,3.94,27.33
BROOME AIRPORT,23/02/2021,6.8,0.0, ,36.3,27.8,92,45,4.09,23.22
BROOME AIRPORT,24/02/2021,6.0,0.0, ,34.8,24.9,95,56,3.44,24.40
BROOME AIRPORT,25/02/2021,5.9,0.0, ,33.1,24.6,86,63,3.56,24.92
BROOME AIRPORT,26/02/2021,6.1,0.2, ,32.3,23.9,89,61,3.22,27.71
BROOME AIRPORT,27/02/2021,6.5,0.0, ,33.0,27.1,85,64,4.02,27.30
BROOME AIRPORT,28/02/2021,6.4,0.0, ,32.7,26.4,84,61,3.94,26.99
Totals:,,165.7,61.6, ,,,,,, 
