timestamp,temperature(celcius),dew_point(celcius),humidity(%),Wind,wind_speed(mph),wind_gush(mph),pressure(in),precip.(in),Condition
2022-10-19 00:00,15.1,8.8,66,SSE,7.2,13.9,29.98,Clear
2022-10-19 01:00,15.0,8.1,63,SE,4.9,10.1,29.97,Clear
2022-10-19 02:00,15.0,7.2,60,ESE,4.5,9.2,29.95,Clear
2022-10-19 03:00,15.0,6.5,57,E,5.1,10.7,29.93,Clear
2022-10-19 04:00,14.8,6.2,56,E,5.8,11.9,29.92,Clear
2022-10-19 05:00,14.5,6.0,57,ENE,6.9,14.1,29.92,Clear
2022-10-19 06:00,14.4,5.9,57,ENE,6.9,14.3,29.93,Sunny
2022-10-19 07:00,16.1,6.1,52,ENE,7.8,13.2,29.93,Sunny
2022-10-19 08:00,19.1,5.8,42,NE,10.1,13.6,29.93,Sunny
2022-10-19 09:00,22.2,6.2,35,NNE,11.2,15.0,29.92,Sunny
2022-10-19 10:00,24.5,7.0,33,N,10.3,14.8,29.9,Sunny
2022-10-19 11:00,28.4,10.0,32,NNW,8.7,10.1,29.87,Sunny
2022-10-19 12:00,28.2,10.3,33,W,9.2,10.5,29.84,Sunny
2022-10-19 13:00,27.4,11.2,37,W,11.2,13.0,29.82,Sunny
2022-10-19 14:00,26.4,12.0,41,WSW,11.6,13.4,29.81,Sunny
2022-10-19 15:00,25.5,12.3,44,WSW,11.4,13.2,29.8,Sunny
2022-10-19 16:00,22.3,10.6,47,SW,9.4,10.7,29.81,Partly cloudy
2022-10-19 17:00,21.6,11.6,53,SW,9.4,10.7,29.82,Sunny
2022-10-19 18:00,22.2,15.0,64,SW,11.0,12.5,29.83,Sunny
2022-10-19 19:00,21.0,16.1,74,SSW,10.5,12.1,29.84,Clear
2022-10-19 20:00,17.7,14.2,80,SSW,11.6,16.6,29.86,Clear
2022-10-19 21:00,17.3,14.3,83,SSW,13.4,18.8,29.88,Partly cloudy
2022-10-19 22:00,17.0,14.2,83,SSW,11.6,16.1,29.87,Partly cloudy
2022-10-19 23:00,16.6,13.8,83,SSW,10.3,14.5,29.87,Cloudy
2022-10-20 00:00,16.1,13.3,83,SSW,9.8,14.5,29.87,Cloudy
2022-10-20 01:00,15.9,12.8,82,SSW,9.2,13.6,29.85,Cloudy
2022-10-20 02:00,16.0,12.4,79,SW,8.5,12.3,29.85,Overcast
2022-10-20 03:00,16.5,11.9,74,SW,9.8,13.4,29.86,Overcast
2022-10-20 04:00,16.5,11.9,74,SW,8.7,12.1,29.86,Overcast
2022-10-20 05:00,16.4,12.0,75,SW,6.9,9.6,29.88,Patchy rain possible
2022-10-20 06:00,16.7,11.8,73,SW,7.2,9.8,29.9,Overcast
2022-10-20 07:00,17.1,11.3,69,WSW,6.9,9.4,29.92,Cloudy
2022-10-20 08:00,17.6,10.6,63,WSW,8.3,10.7,29.92,Cloudy
2022-10-20 09:00,18.1,10.4,61,WSW,8.1,9.8,29.93,Partly cloudy
2022-10-20 10:00,18.7,10.2,58,WSW,8.5,9.8,29.93,Sunny
2022-10-20 11:00,20.6,11.3,55,W,10.1,11.6,29.92,Sunny
2022-10-20 12:00,20.7,11.4,55,W,10.3,11.9,29.92,Sunny
2022-10-20 13:00,20.8,11.5,55,W,9.6,11.2,29.91,Sunny
2022-10-20 14:00,20.5,11.7,57,W,11.2,13.0,29.91,Sunny
2022-10-20 15:00,20.2,12.3,61,W,11.9,13.6,29.91,Sunny
2022-10-20 16:00,19.8,12.7,64,W,12.5,14.3,29.92,Partly cloudy
2022-10-20 17:00,19.1,13.1,68,W,12.1,13.9,29.93,Cloudy
2022-10-20 18:00,18.0,14.1,78,WSW,11.9,14.5,29.95,Overcast
2022-10-20 19:00,17.2,14.3,83,SSW,11.2,13.9,29.96,Patchy rain possible
2022-10-20 20:00,16.8,13.5,81,SSW,9.8,13.4,29.98,Light rain shower
2022-10-20 21:00,16.3,13.1,82,SSW,8.1,11.6,29.99,Cloudy
2022-10-20 22:00,16.0,12.5,80,SW,5.6,8.5,29.99,Partly cloudy
2022-10-20 23:00,16.1,12.3,78,WSW,6.5,9.8,29.98,Patchy rain possible
2022-10-21 00:00,15.7,11.9,78,W,7.8,12.5,29.97,Partly cloudy
2022-10-21 01:00,15.5,11.9,79,W,8.9,14.3,29.96,Partly cloudy
2022-10-21 02:00,15.4,11.9,80,W,7.8,12.3,29.94,Partly cloudy
2022-10-21 03:00,15.0,11.7,81,W,6.7,11.0,29.93,Partly cloudy
2022-10-21 04:00,14.8,11.5,81,WSW,6.7,11.0,29.93,Cloudy
2022-10-21 05:00,14.7,11.3,80,WSW,6.7,10.7,29.95,Light rain shower
2022-10-21 06:00,14.9,11.3,79,WSW,6.5,10.1,29.97,Partly cloudy
2022-10-21 07:00,15.7,11.2,75,SW,6.3,8.5,29.97,Patchy rain possible
2022-10-21 08:00,16.2,10.9,71,WSW,6.5,8.5,29.98,Patchy rain possible
2022-10-21 09:00,16.7,10.6,67,WSW,7.2,8.7,29.99,Patchy rain possible
2022-10-21 10:00,17.2,10.3,64,WSW,7.8,9.2,29.99,Patchy rain possible
2022-10-21 11:00,18.0,10.2,60,WSW,9.4,11.0,29.98,Patchy rain possible
2022-10-21 12:00,18.2,10.1,59,SW,10.3,12.1,29.97,Patchy rain possible
2022-10-21 13:00,18.4,10.2,59,WSW,11.0,13.0,29.96,Patchy rain possible
2022-10-21 14:00,18.4,10.3,59,SW,12.1,14.3,29.95,Patchy rain possible
2022-10-21 15:00,18.2,9.7,58,SW,11.2,13.0,29.94,Partly cloudy
2022-10-21 16:00,17.8,9.3,57,SW,12.8,14.8,29.95,Overcast
