'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for JACUP Western Australia for December 2011,,,,,,,,,,
Issued at 22:34 GMT on Saturday 31 December 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
JACUP,01/12/2011,7.0,0.0, ,23.8,8.2,93,29,7.58,34.02
JACUP,02/12/2011,6.7,0.0, ,24.4,9.4,99,38,8.29,33.80
JACUP,03/12/2011,7.6,0.0, ,27.2,10.6,99,30,7.51,33.26
JACUP,04/12/2011,8.8,0.0, ,32.6,12.1,99,14,5.51,29.08
JACUP,07/12/2011, , , ,17.0, , , , ,14.83
JACUP,08/12/2011, ,11.0, ,17.3,13.6, , , ,17.42
JACUP,09/12/2011,4.1,4.4, ,18.0,14.4,100,35,6.81,17.30
JACUP,10/12/2011,5.6,1.8, ,22.6,9.6,100,42,4.22,32.71
JACUP,11/12/2011,6.8,0.2, ,27.3,10.8,100,35,4.50,33.86
JACUP,12/12/2011,4.9,0.0, ,21.0,13.8,100,38,6.27,22.91
JACUP,13/12/2011,4.3,24.6, ,17.8,13.4,100,34,8.41,16.95
JACUP,14/12/2011, ,5.0, ,19.6,14.2,100,34,6.32, 
JACUP,15/12/2011,5.0,0.4, ,20.5,13.4,100,39,6.21,25.57
JACUP,16/12/2011,4.9,1.4, ,19.8,13.3,100,35,4.80,25.70
JACUP,17/12/2011,5.6,0.4, ,24.9,10.2,100,35,3.50,28.64
JACUP,18/12/2011,7.1,0.0, ,29.8,11.8,100,32,3.50,33.61
JACUP,19/12/2011,5.0,0.0, ,23.5,11.6,100,37,2.97,26.04
JACUP,20/12/2011,6.2,0.0, ,26.6,9.5,100,34,3.71,30.69
JACUP,21/12/2011,10.0,0.0, ,36.0,14.6,99,17,5.22,34.38
JACUP,22/12/2011,7.8,0.0, ,30.0,15.1,98,30,4.92,34.04
JACUP,23/12/2011,4.6,0.8, ,20.0,15.3,100,33,4.58,21.96
JACUP,24/12/2011,5.4,0.0, ,23.4,8.8,100,39,3.88,29.48
JACUP,25/12/2011,5.6,0.0, ,23.8,9.5,100,43,4.01,31.28
JACUP,26/12/2011,6.4,0.0, ,24.3,8.5,100,31,4.06,34.73
JACUP,27/12/2011,7.0,0.0, ,27.6,11.1,100,31,5.57,31.28
JACUP,28/12/2011,8.5,0.0, ,31.4,14.0,100,26,6.37,32.42
JACUP,29/12/2011,10.7,0.0, ,36.2,14.5,100,10,6.17,32.80
JACUP,30/12/2011, ,0.2, , ,21.2,100,27,5.61,23.96
Totals:,,155.6,50.2, ,,,,,, 
