'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MEEKATHARRA AIRPORT Western Australia for April 2011,,,,,,,,,,
Issued at 22:34 GMT on Sunday 01 May 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MEEKATHARRA AIRPORT,01/04/2011,7.6,0.0, ,29.9,18.4,47,24,5.32,25.02
MEEKATHARRA AIRPORT,02/04/2011,7.7,0.0, ,30.6,19.3,55,26,5.92,23.75
MEEKATHARRA AIRPORT,03/04/2011,7.2,0.0, ,29.7,18.3,51,21,4.95,24.08
MEEKATHARRA AIRPORT,04/04/2011,6.6,0.0,40.0,32.0,18.3,36,21,3.84,19.55
MEEKATHARRA AIRPORT,05/04/2011,6.9,0.0,9.0,32.1,20.9,36,18,3.85,21.68
MEEKATHARRA AIRPORT,06/04/2011,5.9,0.0,9.0,32.0,19.2,43,19,2.65,23.73
MEEKATHARRA AIRPORT,07/04/2011,7.1,0.0,9.0,33.0,19.2,50,23,4.45,22.12
MEEKATHARRA AIRPORT,08/04/2011,6.7,0.0, ,28.5,16.4,50,28,5.08,23.24
MEEKATHARRA AIRPORT,09/04/2011,7.5,0.0, ,30.2,17.6,44,26,5.73,23.20
MEEKATHARRA AIRPORT,10/04/2011,6.5,0.0,30.6,28.4,17.3,46,29,4.82,22.52
MEEKATHARRA AIRPORT,11/04/2011,6.0,0.0,9.0,32.5,18.7,79,30,3.97,21.81
MEEKATHARRA AIRPORT,12/04/2011,4.7,1.2,6.4,28.4,18.8,85,38,2.84,21.49
MEEKATHARRA AIRPORT,13/04/2011,5.0,0.0,6.8,28.8,15.6,65,25,2.59,22.50
MEEKATHARRA AIRPORT,14/04/2011,5.5,0.0,8.0,29.4,15.0,52,17,3.02,22.19
MEEKATHARRA AIRPORT,15/04/2011,6.5,0.0, ,30.5,16.3,54,17,4.11,22.38
MEEKATHARRA AIRPORT,16/04/2011,6.6,0.0, ,30.4,18.0,47,16,4.02,22.25
MEEKATHARRA AIRPORT,17/04/2011,5.0,0.0, ,30.8,15.4,49,17,2.19,22.33
MEEKATHARRA AIRPORT,18/04/2011,4.8,0.0,32.0,32.1,16.2,44,15,1.93,21.96
MEEKATHARRA AIRPORT,19/04/2011,4.7,0.0,6.8,32.9,16.7,42,14,1.85,21.34
MEEKATHARRA AIRPORT,20/04/2011,4.9,0.0,7.2,34.2,16.8,42,13,1.88,21.42
MEEKATHARRA AIRPORT,21/04/2011,5.4,0.0,7.6,34.6,17.9,39,11,2.32,21.35
MEEKATHARRA AIRPORT,22/04/2011,6.0,0.0, ,34.4,18.3,44,15,3.00,21.16
MEEKATHARRA AIRPORT,23/04/2011,6.3,0.0, ,33.9,21.0,38,16,3.38,20.76
MEEKATHARRA AIRPORT,24/04/2011,5.6,0.0,25.2,33.2,19.1,42,14,2.67,20.86
MEEKATHARRA AIRPORT,25/04/2011,4.6,0.0,8.0,33.5,17.5,55,14,1.84,20.71
MEEKATHARRA AIRPORT,26/04/2011,6.2,0.0,8.0,33.4,20.8,57,16,3.75,18.54
MEEKATHARRA AIRPORT,27/04/2011,1.8,1.0,7.8,19.8,17.7,96,55,1.87,7.10
MEEKATHARRA AIRPORT,28/04/2011,3.4,4.6,2.2,24.1,16.4,92,45,2.41,18.68
MEEKATHARRA AIRPORT,29/04/2011,2.2,0.0, ,17.1,14.7,91,65,4.81,9.61
MEEKATHARRA AIRPORT,30/04/2011,3.7,2.4, ,22.7,12.8,92,38,3.71,19.08
Totals:,,168.6,9.2,232.6,,,,,, 
