,Date,Max Operation Demand (MW),Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
2731,2016-06-24,2954.324,17.2,10.7,93,47,3.39,8.7
2732,2016-06-25,2881.734,17.3,7.9,97,47,3.42,8.5
2733,2016-06-26,2956.564,18.6,4.5,95,42,3.11,11.85
2734,2016-06-27,3012.018,17.5,6.6,87,35,4.12,11.93
2735,2016-06-28,3040.718,18.2,7.5,99,62,3.62,6.91
2736,2016-06-29,2872.464,19.6,10.1,100,51,2.57,10.68
2737,2016-06-30,2993.278,18.1,4.6,100,41,2.29,12.02
2738,2016-07-01,2958.626,19.5,5.4,90,38,2.46,12.03
2739,2016-07-02,2696.952,21.1,8.2,90,42,3.76,10.68
2740,2016-07-03,2905.27,16.9,4.9,99,48,4.03,9.17
2741,2016-07-04,3319.774,14.5,4.3,89,45,5.18,10.71
2742,2016-07-05,3178.734,16.7,8.0,71,49,6.25,11.04
2743,2016-07-06,3025.838,17.6,8.0,75,50,4.98,11.4
2744,2016-07-07,3104.542,15.5,9.3,95,66,4.63,7.65
2745,2016-07-08,2933.282,17.0,11.3,97,51,4.54,9.06
2746,2016-07-09,3176.458,13.5,7.5,97,64,4.89,6.07
2747,2016-07-10,2944.212,17.0,8.4,99,50,3.68,10.57
2748,2016-07-11,3192.666,16.8,5.5,100,47,3.25,11.64
2749,2016-07-12,3344.218,14.3,3.4,95,43,3.27,11.71
2750,2016-07-13,3316.092,16.2,1.3,98,38,4.09,12.64
2751,2016-07-14,2987.218,18.3,6.1,76,36,7.03,11.83
2752,2016-07-15,2690.086,22.1,11.6,56,35,5.63,12.01
2753,2016-07-16,2630.676,20.7,15.2,97,54,6.01,6.13
2754,2016-07-17,2686.482,19.0,13.4,97,45,4.56,9.72
2755,2016-07-18,3010.914,18.2,7.4,99,44,3.33,12.58
2756,2016-07-19,3063.386,17.6,3.1,99,43,2.38,12.88
2757,2016-07-20,2935.434,18.4,4.9,100,42,3.93,12.86
2758,2016-07-21,3097.5,14.9,8.7,96,44,5.67,8.08
2759,2016-07-22,2984.82,15.6,6.2,93,38,3.87,13.31
2760,2016-07-23,2904.63,16.7,5.9,92,53,3.99,9.35
2761,2016-07-24,3088.124,15.3,0.9,96,47,2.8,12.7
2762,2016-07-25,3091.278,16.8,5.3,95,49,2.79,11.74
2763,2016-07-26,3001.486,18.9,4.2,97,48,2.83,13.05
2764,2016-07-27,2992.984,18.9,5.4,99,45,3.34,9.64
2765,2016-07-28,2766.942,21.6,9.3,92,35,2.25,11.19
2766,2016-07-29,2557.192,22.6,12.3,82,52,6.39,7.86
2767,2016-07-30,2502.162,19.2,11.1,81,41,5.29,11.19
2768,2016-07-31,2890.246,15.8,12.3,95,44,8.36,9.75
2769,2016-08-01,3203.486,15.7,1.1,97,38,2.6,14.3
2770,2016-08-02,3120.756,17.3,4.8,84,34,4.68,14.39
2771,2016-08-03,3113.584,17.2,7.1,64,37,4.21,7.04
2772,2016-08-04,3029.396,15.5,12.1,97,57,2.93,5.96
2773,2016-08-05,2906.586,16.5,7.8,99,63,3.01,8.95
2774,2016-08-06,2697.326,18.2,9.6,95,58,4.42,10.94
2775,2016-08-07,2901.986,17.4,9.5,92,39,6.74,11.7
2776,2016-08-08,3321.126,14.4,10.1,93,48,6.7,9.16
2777,2016-08-09,3203.392,16.7,6.0,99,39,3.47,9.34
2778,2016-08-10,3014.696,17.7,8.8,97,55,2.88,10.77
2779,2016-08-11,2962.448,19.3,11.1,96,49,4.5,10.49
2780,2016-08-12,2831.016,17.7,4.9,99,36,2.27,15.19
2781,2016-08-13,2627.386,19.1,6.3,94,38,2.27,13.91
2782,2016-08-14,2636.258,22.3,6.2,94,38,2.87,15.85
2783,2016-08-15,2938.018,18.9,7.5,99,56,4.09,10.38
2784,2016-08-16,2854.674,20.0,7.1,99,40,3.52,13.79
2785,2016-08-17,3134.11,15.6,11.1,93,60,7.11,4.5
2786,2016-08-18,3122.856,15.3,4.2,99,44,3.97,13.7
2787,2016-08-19,2974.034,17.0,8.1,95,55,3.13,9.31
2788,2016-08-20,2682.988,17.8,8.8,97,45,3.45,13.51
2789,2016-08-21,2859.662,18.0,6.6,97,40,4.43,10.94
2790,2016-08-22,3136.806,16.5,4.5,100,36,4.1,15.69
2791,2016-08-23,3077.618,16.7,1.8,98,34,2.38,16.37
2792,2016-08-24,2960.938,16.7,5.7,94,33,5.1,17.23
2793,2016-08-25,2856.212,18.8,4.9,76,42,6.07,17.35
2794,2016-08-26,2681.338,20.7,11.6,97,35,6.26,11.64
2795,2016-08-27,2783.99,16.8,10.9,97,39,6.32,11.86
2796,2016-08-28,2842.892,16.1,10.2,90,57,6.81,10.07
2797,2016-08-29,2917.644,17.7,10.5,95,48,3.39,12.43
2798,2016-08-30,2977.61,17.9,3.5,100,46,2.77,12.15
2799,2016-08-31,3003.974,17.7,10.1,100,50,4.73,12.48
2800,2016-09-01,2941.034,17.5,3.5,99,44,2.26,17.95
2801,2016-09-02,2838.848,17.8,4.4,99,46,1.39,12.52
2802,2016-09-03,2622.514,19.6,4.2,100,38,1.85,18.33
2803,2016-09-04,2548.382,22.6,7.7,93,33,3.25,14.89
2804,2016-09-05,2724.424,20.3,6.2,99,51,3.59,19.14
2805,2016-09-06,2738.716,19.4,6.8,99,50,4.39,14.09
2806,2016-09-07,2934.318,17.0,12.5,93,40,8.0,16.2
2807,2016-09-08,2797.128,17.7,11.4,94,41,4.28,15.45
2808,2016-09-09,2704.04,18.9,6.7,94,49,2.96,12.54
2809,2016-09-10,2525.78,19.8,11.9,97,53,3.44,14.6
2810,2016-09-11,2763.582,15.5,11.5,80,49,5.83,11.0
2811,2016-09-12,2911.11,17.4,8.6,100,35,6.36,16.9
2812,2016-09-13,2916.628,17.8,8.1,74,26,7.25,20.37
2813,2016-09-14,2828.078,19.3,7.6,91,34,4.2,19.27
2814,2016-09-15,3009.95,18.5,3.8,97,39,4.4,16.82
2815,2016-09-16,2836.95,17.3,5.0,95,36,4.86,19.78
2816,2016-09-17,2662.272,18.4,7.0,91,30,3.6,17.83
2817,2016-09-18,2880.404,18.9,3.1,97,40,5.04,13.17
2818,2016-09-19,3036.62,16.3,4.1,99,45,4.95,17.74
2819,2016-09-20,2770.676,19.3,5.9,97,39,2.41,20.37
2820,2016-09-21,2631.028,23.4,5.0,97,27,2.74,21.93
2821,2016-09-22,2958.892,19.0,6.1,97,57,4.52,10.85
2822,2016-09-23,2941.088,15.9,8.4,93,38,5.98,17.19
2823,2016-09-24,2742.856,17.4,4.2,99,41,3.39,16.5
2824,2016-09-25,2684.262,17.6,8.8,99,41,3.77,17.49
2825,2016-09-26,2799.368,17.6,3.9,99,48,3.79,12.75
2826,2016-09-27,3086.502,19.4,11.2,96,50,7.57,14.2
2827,2016-09-28,2931.79,16.2,4.8,94,37,4.67,22.5
2828,2016-09-29,2808.54,19.4,5.2,95,33,3.82,23.22
2829,2016-09-30,2779.446,19.1,6.3,97,51,4.96,15.05
2830,2016-10-01,2766.248,16.2,10.5,97,39,9.5,16.16
2831,2016-10-02,2663.89,17.5,9.1,93,38,7.33,15.54
2832,2016-10-03,2807.468,19.0,7.1,97,62,3.41,7.92
2833,2016-10-04,2544.06,21.1,11.4,100,47,3.22,17.77
2834,2016-10-05,2492.302,23.6,8.1,99,32,3.7,24.3
2835,2016-10-06,2553.152,21.8,12.0,97,55,4.99,14.65
2836,2016-10-07,2430.794,24.7,14.7,97,47,4.62,19.43
2837,2016-10-08,2463.914,18.7,15.2,97,58,6.27,10.16
2838,2016-10-09,2537.44,19.0,12.7,76,40,6.8,15.07
2839,2016-10-10,2582.438,20.9,6.3,94,35,4.07,25.06
2840,2016-10-11,2467.714,26.1,9.1,83,20,3.8,25.28
2841,2016-10-12,2464.688,32.6,13.2,72,14,5.83,25.45
2842,2016-10-13,2444.74,24.9,9.3,96,47,3.54,24.62
2843,2016-10-14,2404.784,20.8,13.5,96,44,5.76,18.33
2844,2016-10-15,2384.422,17.8,11.2,84,36,7.79,21.86
2845,2016-10-16,2416.81,20.4,4.9,97,37,4.13,25.32
2846,2016-10-17,2498.508,20.1,6.6,97,44,3.95,18.56
2847,2016-10-18,2390.802,21.8,10.6,79,34,5.37,26.14
2848,2016-10-19,2367.148,19.8,5.9,97,38,4.15,21.52
2849,2016-10-20,2443.926,19.4,10.0,92,30,5.75,22.93
2850,2016-10-21,2311.738,22.0,7.7,85,20,6.07,26.53
2851,2016-10-22,2049.422,28.5,8.3,78,10,6.0,27.02
2852,2016-10-23,2139.716,29.3,8.8,77,13,4.47,27.18
2853,2016-10-24,2340.998,22.1,8.6,96,48,4.57,18.62
2854,2016-10-25,2358.696,20.3,7.1,96,42,3.9,18.67
2855,2016-10-26,2373.968,22.6,6.6,100,41,3.49,25.31
2856,2016-10-27,2361.754,22.6,6.3,99,34,4.29,26.78
2857,2016-10-28,2284.856,22.2,5.9,99,34,4.37,27.75
2858,2016-10-29,2207.022,20.5,11.7,94,44,6.35,17.48
2859,2016-10-30,2256.616,21.5,6.9,84,28,5.23,27.79
2860,2016-10-31,2357.458,22.9,10.7,74,31,5.65,28.2
2861,2016-11-01,2320.764,26.5,11.6,74,23,5.29,28.33
2862,2016-11-02,2352.492,31.0,11.5,75,22,4.87,28.47
2863,2016-11-03,2375.81,24.1,12.4,89,36,6.43,28.59
2864,2016-11-04,2316.656,27.4,15.7,87,40,5.18,24.88
2865,2016-11-05,2462.332,37.2,13.6,97,17,4.6,28.83
2866,2016-11-06,2279.418,26.6,15.3,94,44,6.23,28.43
2867,2016-11-07,2380.97,23.3,10.9,78,29,5.4,28.76
2868,2016-11-08,2397.416,24.0,11.1,81,36,5.58,29.09
2869,2016-11-09,2291.522,21.6,10.9,87,36,5.26,20.09
2870,2016-11-10,2418.474,22.2,6.4,97,40,5.23,19.22
2871,2016-11-11,2302.488,21.2,7.9,97,36,5.31,23.73
2872,2016-11-12,2187.592,23.6,5.1,97,33,4.81,29.08
2873,2016-11-13,2271.794,31.6,9.7,96,9,5.18,29.7
2874,2016-11-14,2919.2,37.1,13.1,63,6,6.32,29.75
2875,2016-11-15,2570.734,36.8,17.0,83,8,5.13,29.48
2876,2016-11-16,2352.032,21.8,18.3,93,54,5.71,12.46
2877,2016-11-17,2302.1,22.5,8.2,94,27,5.12,30.22
2878,2016-11-18,2287.174,30.0,7.8,95,16,4.83,30.23
2879,2016-11-19,2062.808,26.5,9.0,91,25,5.11,30.14
2880,2016-11-20,2166.102,23.6,12.7,91,34,7.03,26.62
2881,2016-11-21,2333.292,22.6,8.8,77,28,5.52,29.85
2882,2016-11-22,2352.606,28.9,12.6,75,16,6.33,30.67
2883,2016-11-23,2522.036,33.1,13.2,85,13,6.07,30.71
2884,2016-11-24,2760.274,34.6,18.4,53,14,8.47,30.66
2885,2016-11-25,2925.082,35.2,16.7,58,13,7.27,30.75
2886,2016-11-26,2934.952,38.2,18.9,53,8,5.12,30.79
2887,2016-11-27,2544.97,32.0,12.9,87,22,4.4,30.84
2888,2016-11-28,2563.516,29.9,13.4,94,29,4.59,31.04
2889,2016-11-29,2428.252,28.3,13.2,87,34,5.5,30.94
2890,2016-11-30,2346.058,27.4,15.0,70,29,6.13,30.24
2891,2016-12-01,2387.65,25.2,11.0,91,38,4.92,24.29
2892,2016-12-02,2304.01,29.1,13.3,78,25,5.12,31.26
2893,2016-12-03,2154.062,23.5,13.7,92,48,5.18,25.58
2894,2016-12-04,2182.7,24.5,13.7,86,29,5.9,30.69
2895,2016-12-05,2361.502,24.8,11.6,77,29,6.58,31.47
2896,2016-12-06,2315.376,25.5,10.7,95,38,4.58, 
2897,2016-12-07,2297.794,24.6, ,74,28,6.55,28.45
2898,2016-12-08,2389.492,30.9,13.4,83,12,6.26,31.38
2899,2016-12-09,2753.056,36.0,13.5,83,8,5.49,31.54
2900,2016-12-10,2696.598,39.1,15.3,79,11,5.42,31.53
2901,2016-12-11,2309.286,30.7,16.2,92,25,4.65,25.59
2902,2016-12-12,2411.216,24.7,17.8,96,50,4.93,18.44
2903,2016-12-13,2416.808,26.4,14.9,79,30,5.58,30.29
2904,2016-12-14,2586.472,31.2,15.1,80,24,4.95,31.86
2905,2016-12-15,2748.652,33.8,17.2,83,15,5.28,28.02
2906,2016-12-16,2578.314,30.9,17.3,78,17,6.28,31.96
2907,2016-12-17,2246.128,30.7,14.1,70,28,6.7,31.87
2908,2016-12-18,2179.814,25.9,14.7,82,38,7.06,31.83
2909,2016-12-19,2431.666,28.0,13.7,80,29,5.39,31.70
2910,2016-12-20,2900.306,34.4,15.8,63,15,6.01,31.75
2911,2016-12-21,3546.212,42.8,20.1,74,11,8.25,30.07
2912,2016-12-22,2543.048,27.7,20.2,83,42,6.42,27.74
2913,2016-12-23,2778.426,34.1,15.7,94,16,5.52,31.70
2914,2016-12-24,2479.538,31.4,16.6,64,28,6.33,31.65
2915,2016-12-25,2131.61,34.0,17.8,62,23,5.95,31.56
2916,2016-12-26,2101.364,33.8,16.2,83,22,7.6,31.23
2917,2016-12-27,2042.38,23.2,16.3,79,31,9.53,26.79
2918,2016-12-28,2100.236,23.5,8.9,92,34,6.66,30.31
2919,2016-12-29,2176.064,24.8,9.5,84,32,4.7,31.59
2920,2016-12-30,2137.538,24.2,10.6,97,39,6.12,30.58
2921,2016-12-31,2024.486,28.9,12.1,79,27,5.59,31.47
2922,2017-01-01,2216.516,32.8,16.1,79,14,7.26,31.56
2923,2017-01-02,2765.246,37.4,16.2,57,12,6.79,31.49
2924,2017-01-03,3338.862,40.2,18.7,53,8,5.62,31.44
2925,2017-01-04,3371.378,43.3,19.8,81,6,5.33,31.27
2926,2017-01-05,2405.274,25.6,20.6,89,46,6.02,23.88
2927,2017-01-06,2172.252,24.1,16.5,72,38,7.65,19.45
2928,2017-01-07,2119.268,26.5,9.5,97,36,5.07,31.23
2929,2017-01-08,2312.154,31.6,15.5,78,26,5.15,31.2
2930,2017-01-09,2887.198,36.4,17.9,68,15,5.63,31.03
2931,2017-01-10,3169.984,36.4,19.7,69,20,4.92,31.06
2932,2017-01-11,2995.656,37.6,21.8,75,26,5.71,31.03
2933,2017-01-12,2284.842,24.7,16.8,94,32,8.13,27.33
2934,2017-01-13,2314.764,27.2,8.0,93,26,4.96,30.88
2935,2017-01-14,2809.706,37.7,13.2,87,11,5.1,30.66
2936,2017-01-15,2696.322,35.5,13.6,73,14,4.26,30.57
2937,2017-01-16,2384.052,28.1,16.2,67,35,7.27,30.45
2938,2017-01-17,2482.694,31.4,15.9,63,21,5.75,30.52
2939,2017-01-18,2679.464,34.4,16.7,72,20,8.45,25.56
2940,2017-01-19,2300.396,25.8,16.8,72,28,7.28,27.86
2941,2017-01-20,2305.866,28.5,13.4,83,27,5.16,30.32
2942,2017-01-21,2394.742,34.5,12.4,96,21,4.92,30.24
2943,2017-01-22,2167.454,26.3,15.8,81,37,7.89,29.93
2944,2017-01-23,2254.24,26.9,9.6,96,30,5.46,29.05
2945,2017-01-24,2521.082,33.6,12.1,86,17,5.83,29.81
2946,2017-01-25,3265.136,39.9,16.7,71,9,4.94,29.68
2947,2017-01-26,3258.116,41.9,21.7,46,7,5.22,29.43
2948,2017-01-27,3243.342,36.1,20.7,82,22,4.57,29.5
2949,2017-01-28,3261.42,39.8,19.8,64,23,5.78,27.17
2950,2017-01-29,2465.542,25.6,22.2,91,59,3.09,7.86
2951,2017-01-30,2386.46,19.7,16.5,94,58,5.0,3.3
2952,2017-01-31,2364.32,22.1,15.8,94,78,4.01,6.18
2953,2017-02-01,2564.53,30.2,17.3,87,39,4.3,28.07
2954,2017-02-02,2857.754,31.7,18.3,82,46,5.18,22.98
2955,2017-02-03,2921.788,33.6,18.8,92,38,4.35,28.92
2956,2017-02-04,2269.924,29.4,16.1,87,33,6.03,29.18
2957,2017-02-05,2430.2,30.2,17.3,91,29,6.11,28.92
2958,2017-02-06,2975.764,33.8,16.7,58,25,6.21,28.81
2959,2017-02-07,2556.94,29.6,20.5,74,46,6.76,20.72
2960,2017-02-08,2281.774,26.7,14.6,72,19,8.88,27.96
2961,2017-02-09,2344.126,17.1,14.1,94,43,6.94,6.23
2962,2017-02-10,2319.418,21.3,14.9,98,77,6.49,4.13
2963,2017-02-11,2136.246,24.8,16.7,88,64,8.24,19.91
2964,2017-02-12,2338.442,27.9,19.7,80,53,8.57,19.7
2965,2017-02-13,3228.972,34.2,21.1,79,47,4.9,17.98
2966,2017-02-14,3150.912,30.5,23.7,93,55,4.03,22.27
2967,2017-02-15,2958.968,32.3,19.2,95,47,4.44,22.43
2968,2017-02-16,2784.526,31.3,18.1,74,32,4.85,26.87
2969,2017-02-17,2847.954,32.2,15.9,70,21,6.07,27.36
2970,2017-02-18,2993.362,34.8,17.1,70,25,7.19,27.17
2971,2017-02-19,3323.798,38.4,22.9,66,24,6.2,26.98
2972,2017-02-20,2511.458,27.2,20.1,87,44,5.79,25.55
2973,2017-02-21,2322.238,23.1,16.3,85,32,7.94,22.84
2974,2017-02-22,2331.174,24.7,7.8,93,38,4.48,26.41
2975,2017-02-23,2594.298,32.1,10.2,100,25,3.73,26.35
2976,2017-02-24,3250.658,36.4,16.1,85,13,5.82,26.23
2977,2017-02-25,3208.25,39.0,21.5,50,12,5.1,26.05
2978,2017-02-26,2553.472,30.2,16.5,90,43,4.49,25.86
2979,2017-02-27,2698.124,30.5,13.2,99,36,3.95,25.73
2980,2017-02-28,2989.344,33.8,16.3,96,32,3.24,25.45
2981,2017-03-01,3516.812,38.1,20.3,81,29,5.12,25.39
2982,2017-03-02,3004.386,29.1,21.9,95,61,3.2,7.0
2983,2017-03-03,3368.454,36.5,19.0,97,29,3.91,25.17
2984,2017-03-04,3225.302,35.7,23.4,74,30,3.97,23.54
2985,2017-03-05,3047.636,36.1,21.1,70,27,4.62,24.33
2986,2017-03-06,3091.332,35.6,18.0,92,29,3.23,24.6
2987,2017-03-07,3244.768,35.3,16.1,97,23,3.53,24.41
2988,2017-03-08,3221.408,35.0,21.4,70,31,4.16,23.94
2989,2017-03-09,3021.144,32.3,17.0,80,36,5.08,21.38
2990,2017-03-10,2740.908,30.1,19.6,72,32,7.06,23.76
2991,2017-03-11,2453.08,30.4,15.4,67,24,6.61,23.33
2992,2017-03-12,2321.234,25.1,17.9,92,34,6.41,6.42
2993,2017-03-13,2444.702,23.8,20.3,88,55,6.01,8.1
2994,2017-03-14,2413.052,24.0,15.2,94,45,7.14,15.78
2995,2017-03-15,2371.548,24.9,13.5,86,28,5.67,22.01
2996,2017-03-16,2425.592,28.3,11.0,91,25,6.24,22.57
2997,2017-03-17,2348.9,24.8,9.2,97,41,3.88,21.52
2998,2017-03-18,2188.028,20.5,16.2,95,45,5.31,6.84
2999,2017-03-19,2226.586,24.4,7.9,93,22,4.69,21.77
3000,2017-03-20,2412.33,26.5,12.1,60,28,6.3,21.59
3001,2017-03-21,2446.048,21.3,17.3,87,37,9.41,2.83
3002,2017-03-22,2418.01,24.7,15.8,96,52,6.83,15.52
3003,2017-03-23,2437.99,24.6,16.5,98,50,5.02,15.13
3004,2017-03-24,2288.882,27.3,14.5,100,44,3.64,18.67
3005,2017-03-25,2231.952,28.2,15.5,91,41,4.16,20.78
3006,2017-03-26,2236.69,22.9,16.0,93,33,7.22,17.77
3007,2017-03-27,2412.314,24.0,6.3,94,28,3.82,20.05
3008,2017-03-28,2411.642,23.5,6.9,97,50,4.11,14.53
3009,2017-03-29,2405.852,24.9,12.7,85,19,5.83,20.04
3010,2017-03-30,2460.788,28.1,12.9,79,23,6.15,19.91
3011,2017-03-31,2403.18,29.9,10.7,86,17,3.97,19.64
3012,2017-04-01,2276.024,30.1,14.7,65,16,6.65,19.54
3013,2017-04-02,2417.898,31.7,17.1,62,17,4.68,19.41
3014,2017-04-03,2554.638,32.6,11.1,73,14,4.06,19.27
3015,2017-04-04,2544.048,31.0,15.9,90,26,4.27,17.42
3016,2017-04-05,2550.862,30.6,12.6,96,22,3.15,18.88
3017,2017-04-06,2481.24,25.2,10.3,97,43,4.84,16.75
3018,2017-04-07,2363.832,23.0,14.3,81,29,5.3,15.42
3019,2017-04-08,2247.046,24.4,7.9,87,25,3.8,18.13
3020,2017-04-09,2306.582,27.3,9.9,88,20,5.06,18.09
3021,2017-04-10,2499.17,29.7,14.3,63,15,3.7,17.92
3022,2017-04-11,2475.768,28.5,13.2,88,20,4.92,17.84
3023,2017-04-12,2431.604,24.8,7.2,97,39,3.85,17.39
3024,2017-04-13,2401.088,28.0,12.9,93,31,4.16,17.51
3025,2017-04-14,2225.934,29.4,13.5,87,30,3.13,15.24
3026,2017-04-15,2277.552,30.1,11.9,97,34,3.73,15.89
3027,2017-04-16,2208.618,26.4,17.4,71,40,5.19,12.52
3028,2017-04-17,2294.91,22.2,14.5,84,54,5.03,8.04
3029,2017-04-18,2519.408,24.4,11.4,95,53,4.17,12.61
3030,2017-04-19,2444.78,25.8,11.8,99,44,3.48,15.63
3031,2017-04-20,2496.504,29.2,9.1,99,29,3.08,16.23
3032,2017-04-21,2447.592,29.6,11.2,94,34,3.27,15.46
3033,2017-04-22,2343.244,28.7,15.1,86,34,4.21,15.31
3034,2017-04-23,2358.118,28.6,16.7,81,34,5.88,15.68
3035,2017-04-24,2446.932,27.0,14.5,82,34,4.71,15.49
3036,2017-04-25,2302.578,24.6,12.1,86,33,4.2,15.69
3037,2017-04-26,2453.302,25.9,6.5,94,28,3.37,15.1
3038,2017-04-27,2501.584,26.3,12.4,79,26,3.53,15.44
3039,2017-04-28,2411.158,26.8,9.3,86,21,2.9,15.12
3040,2017-04-29,2290.886,27.6,6.8,86,21,3.28,15.11
3041,2017-04-30,2381.35,25.2,6.2,94,47,3.56,14.68
3042,2017-05-01,2520.742,24.7,13.8,76,33,4.77,14.71
3043,2017-05-02,2409.282,26.8,11.6,65,29,5.38,13.84
3044,2017-05-03,2403.046,30.5,15.4,78,19,4.7,14.07
3045,2017-05-04,2439.126,24.6,13.1,96,52,3.3,10.4
3046,2017-05-05,2369.82,24.3,15.2,99,39,2.89,12.39
3047,2017-05-06,2222.052,26.8,12.4,97,33,3.36,13.62
3048,2017-05-07,2258.48,30.9,12.5,76,19,4.34,14.35
3049,2017-05-08,2481.246,28.2,12.9,93,36,3.22,12.68
3050,2017-05-09,2560.334,21.2,16.9,98,48,3.85,7.8
3051,2017-05-10,2561.562,21.7,6.2,97,34,3.68,13.45
3052,2017-05-11,2579.33,22.6,9.1,86,30,3.54,12.28
3053,2017-05-12,2484.85,22.6,10.1,88,33,3.21,13.3
3054,2017-05-13,2383.006,23.3,9.5,91,30,2.78,13.0
3055,2017-05-14,2381.418,25.9,11.5,85,23,5.46,10.71
3056,2017-05-15,2652.236,20.9,15.5,93,50,6.83,8.07
3057,2017-05-16,2596.618,21.8,14.4,97,43,3.33,10.6
3058,2017-05-17,2592.252,20.2,9.4,97,51,5.08,13.3
3059,2017-05-18,2587.752,25.6,12.3,91,27,4.91,13.09
3060,2017-05-19,2522.088,22.2,13.9,98,31,3.98,9.12
3061,2017-05-20,2549.424,17.0,9.8,96,67,3.31,7.08
3062,2017-05-21,2656.722,17.7,11.8,99,54,5.0,9.22
3063,2017-05-22,2780.196,19.2,7.9,100,48,2.8,10.77
3064,2017-05-23,2794.4,17.8,12.1,99,86,3.14,7.19
3065,2017-05-24,2674.318,21.2,11.6,99,46,2.61,11.28
3066,2017-05-25,2689.138,22.5,8.3,99,39,2.98,12.56
3067,2017-05-26,2651.45,19.9,9.7,99,53,3.54,10.74
3068,2017-05-27,2631.666,18.5,7.1,99,42,3.09,11.9
3069,2017-05-28,2670.028,19.5,4.7,99,45,2.59,12.51
3070,2017-05-29,2888.592,21.4,7.6,86,34,3.83,12.46
3071,2017-05-30,2709.426,25.4,11.4,92,30,4.35,12.28
3072,2017-05-31,2639.748,25.7,7.7,96,30,2.79,12.23
3073,2017-06-01,2644.528,23.3,7.4,97,54,1.92,11.44
3074,2017-06-02,2595.4,24.2,8.3,99,53,3.04,10.75
3075,2017-06-03,2465.46,23.1,9.1,100,56,3.02,9.26
3076,2017-06-04,2428.652,22.6,12.8,97,52,3.62,12.19
3077,2017-06-05,2479.488,25.3,10.1,100,28,3.3,12.14
3078,2017-06-06,2691.438,25.2,9.2,82,11,4.01,11.62
3079,2017-06-07,2687.778,22.8,5.0,94,38,2.39,12.05
3080,2017-06-08,2683.132,22.5,9.9,85,24,5.55,12.04
3081,2017-06-09,2642.67,24.1,7.7,59,14,4.66,12.01
3082,2017-06-10,2581.92,20.8,7.7,43,22,4.18,8.97
3083,2017-06-11,2570.042,23.5,11.4,40,14,5.09,10.32
3084,2017-06-12,2739.238,24.0,10.1,47,20,4.78,11.57
3085,2017-06-13,2728.816,24.8,10.8,94,22,3.28,9.16
3086,2017-06-14,2703.742,20.4,12.1,96,62,3.17,10.53
3087,2017-06-15,2700.844,19.3,9.9,99,60,2.73,9.81
3088,2017-06-16,2666.248,20.8,6.6,99,42,2.18,11.87
3089,2017-06-17,2565.798,21.7,5.0,100,44,2.63,11.87
3090,2017-06-18,2565.566,23.3,10.0,91,38,3.68,11.86
3091,2017-06-19,2733.64,22.9,7.8,92,37,2.9,11.82
3092,2017-06-20,2726.266,23.0,10.6,96,34,4.03,11.86
3093,2017-06-21,2821.614,20.7,9.9,97,43,5.14,11.25
3094,2017-06-22,2894.03,16.6,12.6,97,74,8.07,4.82
3095,2017-06-23,2722.53,19.2,13.4,91,60,6.36,10.68
3096,2017-06-24,2633.278,18.4,11.0,90,45,4.8,11.81
3097,2017-06-25,2853.57,16.8,4.9,97,44,4.17,11.76
3098,2017-06-26,3076.642,18.2,2.8,97,36,2.61,11.85
3099,2017-06-27,2987.538,18.9,3.8,97,44,2.69,11.19
3100,2017-06-28,2983.194,18.6,7.2,90,43,4.54,11.94
3101,2017-06-29,3023.784,19.2,6.8,82,31,4.77,11.97
3102,2017-06-30,2972.81,19.7,3.6,97,39,5.55,7.37
3103,2017-07-01,3082.644,16.2,9.5,100,77,4.46,3.51
3104,2017-07-02,3078.152,15.0,3.9,99,46,3.02,10.97
3105,2017-07-03,3282.996,16.6,7.0,99,56,2.99,9.95
3106,2017-07-04,3210.114,14.4,5.5,100,72,2.51,8.1
3107,2017-07-05,3399.664,13.9,8.0,99,54,5.4,6.32
3108,2017-07-06,3252.152,16.0,4.7,99,52,3.0,10.7
3109,2017-07-07,2949.89,17.6,7.4,99,57,3.97,11.24
3110,2017-07-08,2847.45,17.2,3.2,100,41,2.41,12.1
3111,2017-07-09,2864.724,17.8,7.1,88,42,2.58,12.0
3112,2017-07-10,3126.444,17.9,5.9,90,35,4.43,9.93
3113,2017-07-11,2939.776,19.7,12.5,94,36,6.06,8.02
3114,2017-07-12,2814.692,20.4,14.8,96,49,6.85,10.38
3115,2017-07-13,2792.56,18.6,13.2,99,56,2.37,9.62
3116,2017-07-14,2758.924,19.2,12.3,95,60,2.79,9.53
3117,2017-07-15,2689.078,19.9,11.4,99,56,4.57,7.06
3118,2017-07-16,2653.138,19.2,13.7,92,43,3.86,8.91
3119,2017-07-17,2823.122,19.2,8.7,92,39,3.35,12.82
3120,2017-07-18,2671.794,24.6,11.2,96,30,6.3,12.85
3121,2017-07-19,2873.978,18.7,13.2,99,47,4.9,8.65
3122,2017-07-20,2890.86,18.2,11.5,96,63,5.81,10.52
3123,2017-07-21,2722.142,20.1,10.6,97,42,5.71,10.52
3124,2017-07-22,2585.144,19.3,10.7,100,50,2.92,9.15
3125,2017-07-23,2702.838,18.1,11.7,99,63,3.82,7.88
3126,2017-07-24,2866.936,18.6,10.0,99,49,3.24,10.82
3127,2017-07-25,2769.432,19.6,10.4,97,53,4.34,9.15
3128,2017-07-26,2730.518,19.2,11.7,99,62,4.04,5.57
