'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for GARDEN ISLAND HSF Western Australia for June 2011,,,,,,,,,,
Issued at 22:34 GMT on Friday 01 July 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
GARDEN ISLAND HSF,01/06/2011,2.8,5.2, ,21.7,16.2,86,66,8.06,9.95
GARDEN ISLAND HSF,02/06/2011,2.6,5.2, ,18.3,14.8,86,54,5.89,13.04
GARDEN ISLAND HSF,03/06/2011,2.7,0.2, ,17.9,12.7,70,49,4.66,12.63
GARDEN ISLAND HSF,04/06/2011,2.1,0.0, ,16.7,10.5,75,57,4.13,10.82
GARDEN ISLAND HSF,05/06/2011,3.2,0.0, ,18.9,10.3,71,40,5.27,13.58
GARDEN ISLAND HSF,06/06/2011,2.8,0.0, ,19.7,8.9,71,50,4.78,13.35
GARDEN ISLAND HSF,07/06/2011,2.8,0.0, ,19.5,10.7,72,48,4.61,12.77
GARDEN ISLAND HSF,08/06/2011,3.0,0.0, ,20.9,12.1,81,48,5.35,13.19
GARDEN ISLAND HSF,09/06/2011,3.2,0.0, ,20.2,13.1,74,41,5.16,13.43
GARDEN ISLAND HSF,10/06/2011,3.8,0.0, ,19.9,12.3,62,36,6.06,10.83
GARDEN ISLAND HSF,11/06/2011,3.9,0.0, ,19.5,12.5,59,37,6.34,11.22
GARDEN ISLAND HSF,12/06/2011,3.8,0.0, ,20.5,13.5,58,37,5.62,12.89
GARDEN ISLAND HSF,13/06/2011,4.2,0.0, ,17.9,13.0,56,33,7.35,7.46
GARDEN ISLAND HSF,14/06/2011,3.7,6.0, ,18.1,11.8,89,33,9.24,6.10
GARDEN ISLAND HSF,15/06/2011,2.8,11.4, ,19.1,12.6,88,56,8.35,10.09
GARDEN ISLAND HSF,16/06/2011,2.8,4.8, ,19.3,14.6,79,54,6.00,12.13
GARDEN ISLAND HSF,17/06/2011,1.8,0.0, ,18.8,11.8,87,65,4.05,6.96
GARDEN ISLAND HSF,18/06/2011,3.0,0.6, ,20.7,14.5,87,55,7.79,9.91
GARDEN ISLAND HSF,19/06/2011,3.0,3.2, ,19.2,16.1,77,54,6.67,11.46
GARDEN ISLAND HSF,20/06/2011,2.5,1.4, ,19.4,16.4,84,67,7.28,11.25
GARDEN ISLAND HSF,21/06/2011,1.6,0.0, ,18.9,13.4,87,67,2.85,9.28
GARDEN ISLAND HSF,22/06/2011,2.4,0.2, ,19.7,12.7,80,54,4.12,12.44
GARDEN ISLAND HSF,23/06/2011,1.5,1.2, ,19.8,14.6,88,78,4.18,6.57
GARDEN ISLAND HSF,24/06/2011,2.8,13.4, ,21.6,15.0,86,68,9.56,11.23
GARDEN ISLAND HSF,25/06/2011,2.7,26.8, ,18.7,14.5,85,50,6.09,11.17
GARDEN ISLAND HSF,26/06/2011,1.8,8.2, ,18.9,12.2,88,64,3.79,11.43
GARDEN ISLAND HSF,27/06/2011,3.4,0.0, ,22.5,12.4,73,49,5.94,12.14
GARDEN ISLAND HSF,28/06/2011,2.8,21.2, ,18.4,15.9,89,52,8.36,6.17
GARDEN ISLAND HSF,29/06/2011,1.7,14.6, ,17.0,11.7,87,61,3.31,9.84
GARDEN ISLAND HSF,30/06/2011,2.6,3.2, ,18.6,10.1,88,58,8.59,4.73
Totals:,,83.8,126.8, ,,,,,, 
