'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for DERBY AERO Western Australia for April 2014,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 May 2014,,,,,,,,,,
© Copyright Commonwealth of Australia 2014 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
DERBY AERO,01/04/2014,6.8,0.0, ,38.8,25.7,86,32,3.25,22.22
DERBY AERO,02/04/2014,7.1,0.0, ,40.7,25.5,83,26,3.00,22.36
DERBY AERO,03/04/2014,7.3,0.0, ,38.7,26.5,90,36,4.71,21.09
DERBY AERO,04/04/2014,6.6,3.2, ,36.4,26.4,90,47,4.71,22.34
DERBY AERO,05/04/2014,6.2,0.2, ,36.4,23.7,84,43,3.35,22.26
DERBY AERO,06/04/2014,4.9,0.0, ,36.3,26.2,90,53,3.32,15.95
DERBY AERO,07/04/2014,5.9,0.0, ,36.2,25.3,90,45,3.42,20.71
DERBY AERO,08/04/2014,3.7,0.2, ,34.1,25.2,89,51,2.14,12.14
DERBY AERO,09/04/2014,5.6,0.0, ,34.8,24.0,90,39,2.85,20.86
DERBY AERO,10/04/2014,6.0,0.0, ,36.0,24.3,85,38,3.10,21.64
DERBY AERO,11/04/2014,6.4,0.0, ,37.4,25.5,85,38,3.49,21.52
DERBY AERO,12/04/2014,7.1,0.0, ,37.6,25.2,87,25,3.58,23.05
DERBY AERO,13/04/2014,8.0,0.0, ,36.8,22.8,56,24,4.52,22.03
DERBY AERO,14/04/2014,7.2,0.0, ,36.2,20.2,59,24,3.75,22.34
DERBY AERO,15/04/2014,8.9,0.0, ,35.8,23.6,49,21,5.53,22.12
DERBY AERO,16/04/2014,7.8,0.0, ,35.9,20.9,51,23,4.41,22.03
DERBY AERO,17/04/2014,6.9,0.0, ,36.5,20.5,73,21,3.45,22.00
DERBY AERO,18/04/2014,6.3,0.0, ,37.4,19.3,76,21,2.70,21.66
DERBY AERO,19/04/2014,6.3,0.0, ,37.8,19.7,71,20,2.66,21.55
DERBY AERO,20/04/2014,5.9,0.0, ,36.6,19.0,82,30,2.86,20.95
DERBY AERO,21/04/2014,5.8,0.0, ,35.7,20.7,87,29,2.75,21.35
DERBY AERO,22/04/2014,6.3,0.0, ,37.8,21.3,95,17,2.88,21.13
DERBY AERO,23/04/2014,6.2,0.0, ,38.0,18.4,86,16,2.58,21.43
DERBY AERO,24/04/2014,6.4,0.0, ,38.2,18.4,78,17,2.82,20.78
DERBY AERO,25/04/2014,6.0,0.0, ,36.7,18.7,77,26,2.88,20.53
DERBY AERO,26/04/2014,6.3,0.0, ,37.2,20.9,90,23,3.17,20.52
DERBY AERO,27/04/2014,6.4,0.0, ,38.3,21.1,90,24,3.15,20.49
DERBY AERO,28/04/2014,6.6,0.0, ,38.7,23.5,88,28,3.62,19.72
DERBY AERO,29/04/2014,6.1,0.0, ,36.5,26.2,76,42,3.77,19.15
DERBY AERO,30/04/2014,4.0,7.4, ,34.5,24.2,94,56,3.08,13.56
Totals:,,191,11, ,,,,,, 
