'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for DERBY AERO Western Australia for April 2013,,,,,,,,,,
Issued at 22:38 GMT on Wednesday 01 May 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
DERBY AERO,01/04/2013,6.6,0.0, ,36.8,25.7,100,49,3.80,25.58
DERBY AERO,02/04/2013,4.4,0.0, ,35.9,27.3,100,96,4.13,22.42
DERBY AERO,03/04/2013,3.3,0.2, ,29.3,24.8,100,60,4.85,10.16
DERBY AERO,04/04/2013,2.5,0.4, ,27.7,23.5,87,65,4.28,3.58
DERBY AERO,05/04/2013,6.9,2.2, ,32.7,22.9,82,37,4.86,24.67
DERBY AERO,06/04/2013,6.9,0.0, ,34.5,22.3,72,40,3.77,25.89
DERBY AERO,07/04/2013,6.6,0.0, ,36.2,24.5,78,40,3.29,24.53
DERBY AERO,08/04/2013,6.5,0.0, ,36.7,26.2,87,36,3.16,23.67
DERBY AERO,09/04/2013,6.5,0.0, ,36.9,24.7,88,31,2.83,24.20
DERBY AERO,10/04/2013,7.2,0.0, ,37.3,22.7,84,18,3.17,25.23
DERBY AERO,11/04/2013,7.6,0.0, ,37.0,23.2,98,24,4.15,25.87
DERBY AERO,12/04/2013,7.3,0.0, ,36.0,20.4,100,13,3.45,26.09
DERBY AERO,13/04/2013,6.5,0.0, ,36.3,19.5,84,23,2.55,25.69
DERBY AERO,14/04/2013,6.3,0.0, ,37.0,18.5,99,39,2.96,25.26
DERBY AERO,15/04/2013,6.7,0.0, ,37.0,18.4,89,21,2.85,25.03
DERBY AERO,16/04/2013,6.5,0.0, ,37.3,20.3,91,33,3.04,24.66
DERBY AERO,17/04/2013,6.4,0.0, ,36.5,23.0,94,37,3.41,24.19
DERBY AERO,18/04/2013,6.3,0.0, ,37.8,22.3,92,42,3.04,24.16
DERBY AERO,19/04/2013,6.1,0.0, ,36.5,23.2,86,34,2.80,23.50
DERBY AERO,20/04/2013,6.0,0.0, ,37.3,23.4,93,51,3.27,23.53
DERBY AERO,21/04/2013,5.7,0.0, ,38.0,24.4,100,65,3.08,24.11
DERBY AERO,22/04/2013,6.3,0.0, ,38.6,24.7,92,53,3.48,23.58
DERBY AERO,23/04/2013,5.9,0.0, ,39.6,23.0,97,63,2.87,24.00
DERBY AERO,24/04/2013,8.0,0.0, ,39.8,22.8,77,18,3.96,23.09
DERBY AERO,25/04/2013,5.5,1.8, ,36.5,24.2,85,30,3.12,15.92
DERBY AERO,26/04/2013,5.5,0.0, ,35.5,24.1,75,30,2.60,18.99
DERBY AERO,27/04/2013,7.2,0.0, ,36.0,23.9,74,15,3.81,22.03
DERBY AERO,28/04/2013,6.4,0.0, ,36.0,16.9,84,16,2.71,24.03
DERBY AERO,29/04/2013,5.8,0.0, ,36.0,17.2,96,21,2.21,24.26
DERBY AERO,30/04/2013,5.9,0.0, ,36.7,16.7,86,16,2.08,24.16
Totals:,,185.3,4.6, ,,,,,, 
