'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BUNBURY Western Australia for June 2021,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 July 2021,,,,,,,,,,
© Copyright Commonwealth of Australia 2021 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BUNBURY,01/06/2021,1.2,0.0, ,19.4,9.2,96,62,0.89,10.85
BUNBURY,02/06/2021,1.0,0.0, ,19.9,9.5,94,54,0.60,8.46
BUNBURY,03/06/2021,1.3,0.0, ,20.2,7.9,98,60,1.45,10.78
BUNBURY,04/06/2021,1.7,0.4, ,20.3,8.6,95,59,2.71,11.48
BUNBURY,05/06/2021,1.6,2.6, ,20.9,12.5,89,62,2.54,5.61
BUNBURY,06/06/2021,1.8,0.4, ,19.1,14.0,93,57,3.26,8.45
BUNBURY,07/06/2021,1.4,3.0, ,17.6,6.5,93,53,2.04,8.79
BUNBURY,08/06/2021,1.7,0.0, ,16.1,4.3,92,52,3.61,8.97
BUNBURY,09/06/2021,2.5,0.0, ,20.0,11.0,93,50,5.65,6.50
BUNBURY,10/06/2021,1.5,14.4, ,20.1,11.4,97,77,5.79,9.47
BUNBURY,11/06/2021,0.9,0.2, ,18.2,6.9,99,69,0.53,9.23
BUNBURY,12/06/2021,1.0,0.0, ,20.0,6.6,100,60,0.67,11.18
BUNBURY,13/06/2021,1.4,0.2, ,18.7,6.4,99,55,2.17,10.90
BUNBURY,14/06/2021,2.2,3.4, ,15.7,11.2,90,53,6.35,8.84
BUNBURY,15/06/2021,1.3,0.6, ,18.5,4.9,94,55,1.68,10.61
BUNBURY,16/06/2021,1.1,0.2, ,18.5,5.5,98,63,1.14,10.93
BUNBURY,17/06/2021,1.1,0.0, ,17.4,2.4,98,58,1.18,11.09
BUNBURY,18/06/2021,1.3,0.0, ,17.4,1.8,99,56,1.91,11.17
BUNBURY,19/06/2021,1.7,0.2, ,17.5,7.1,94,52,3.45,7.30
BUNBURY,20/06/2021,1.0,20.2, ,14.4,11.5,98,79,3.47,6.22
BUNBURY,21/06/2021,1.5,16.6, ,14.1,8.1,91,60,4.03,9.95
BUNBURY,22/06/2021,1.1,0.2, ,15.9,0.9,98,64,1.67,10.42
BUNBURY,23/06/2021,1.0,0.0, ,17.4,2.1,98,61,1.20,10.52
BUNBURY,24/06/2021,0.9,0.0, ,16.7,0.7,98,53,0.77,11.21
BUNBURY,25/06/2021,1.4,0.0, ,17.1,4.3,93,61,2.48,11.14
BUNBURY,26/06/2021,1.6,0.0, ,18.5,2.5,96,43,2.11,11.27
BUNBURY,27/06/2021,2.6,0.0, ,17.6,8.8,93,43,6.40,5.29
BUNBURY,28/06/2021,2.3,25.8, ,19.1,11.8,87,58,5.70,9.87
BUNBURY,29/06/2021,2.0,11.6, ,15.9,10.0,92,50,4.59,10.87
BUNBURY,30/06/2021,1.4,1.0, ,17.5,4.5,97,57,2.48,8.89
Totals:,,44.5,101, ,,,,,, 
