'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BUNBURY Western Australia for July 2015,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 August 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BUNBURY,01/07/2015, , , , , , , , ,5.11
BUNBURY,06/07/2015, ,0.0, , , , , , ,7.21
BUNBURY,07/07/2015, , , , , , , , ,8.98
BUNBURY,08/07/2015, , , ,15.0, ,94,49,2.58,10.72
BUNBURY,09/07/2015,1.1,0.0, ,14.7,1.0,97,63,2.01,6.98
BUNBURY,10/07/2015,1.5,1.8, ,17.1,5.4,63,63,2.07,8.72
BUNBURY,11/07/2015,1.0,0.0, ,15.1,4.4,63,63,0.98,8.45
BUNBURY,12/07/2015,1.2,0.0, ,16.5,1.2,63,63,1.40,11.39
BUNBURY,13/07/2015,1.4,0.0, ,17.7,1.4,63,63,1.76,11.44
BUNBURY,14/07/2015,1.6,0.0, ,18.2,2.8,63,63,2.34,11.26
BUNBURY,15/07/2015,1.9,0.0, ,18.2,4.3,63,63,3.26,11.58
BUNBURY,16/07/2015,1.9,0.0, ,18.9,6.2,63,63,2.80,11.47
BUNBURY,17/07/2015,2.2,0.0, ,19.1,10.9,63,63,3.89,6.08
BUNBURY,18/07/2015,1.3,5.2, ,19.7,8.2,98,62,1.04,11.10
BUNBURY,19/07/2015,1.0,4.4, ,16.9,10.8,98,79,3.16,3.08
BUNBURY,20/07/2015,1.8,28.8, ,17.1,12.5,93,64,5.23,7.08
BUNBURY,21/07/2015,1.4,2.6, ,15.7,4.7,96,49,1.75,10.70
BUNBURY,22/07/2015,2.4,0.4, ,17.8,8.2,96,46,4.86,11.37
BUNBURY,23/07/2015,1.5,10.2, ,16.2,5.3,98,47,1.71,11.76
BUNBURY,24/07/2015,1.4,0.0, ,16.8,2.8,98,53,1.50,10.95
BUNBURY,25/07/2015,1.4,0.0, ,16.7,6.8,96,57,1.78,8.67
BUNBURY,26/07/2015,1.5,0.0, ,17.0,3.8,98,51,1.47,12.54
BUNBURY,27/07/2015,1.5,0.0, ,19.4,4.8,94,51,1.38,11.30
BUNBURY,28/07/2015,1.5,2.4, ,14.8,10.2,63,63,1.93,5.16
BUNBURY,29/07/2015,1.3,0.0, ,19.5,11.8,98,63,1.19,8.35
BUNBURY,30/07/2015,1.0,1.8, ,18.8,10.2,98,82,2.38,4.63
BUNBURY,31/07/2015,2.0,41.2, ,21.3,12.7,98,70,4.75,11.51
Totals:,,34.8,98.8, ,,,,,, 
