'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE LEEUWIN Western Australia for May 2015,,,,,,,,,,
Issued at 22:30 GMT on Monday 01 June 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE LEEUWIN,01/05/2015,3.7,2.4, ,18.8,14.8,72,42,6.68,10.93
CAPE LEEUWIN,02/05/2015,3.0,0.0, ,18.7,11.6,75,44,4.40,12.50
CAPE LEEUWIN,03/05/2015,2.9,2.0, ,18.8,13.8,100,57,14.50,8.71
CAPE LEEUWIN,04/05/2015,3.9,8.4, ,16.8,10.6,84,40,12.46,10.09
CAPE LEEUWIN,05/05/2015,3.1,0.8, ,19.7,13.4,84,51,6.50,11.10
CAPE LEEUWIN,06/05/2015,1.8,3.0, ,17.7,13.7,93,66,4.42,8.70
CAPE LEEUWIN,07/05/2015,2.7,2.0, ,20.2,12.8,86,48,3.91,12.73
CAPE LEEUWIN,08/05/2015,2.2,0.4, ,21.0,14.6,91,66,4.54,10.96
CAPE LEEUWIN,09/05/2015,2.3,2.6, ,21.0,16.2,93,62,5.37,8.93
CAPE LEEUWIN,10/05/2015,2.0,0.0, ,20.3,16.9,94,68,4.65,8.53
CAPE LEEUWIN,11/05/2015,2.6,0.2, ,19.7,15.9,85,65,6.91,10.46
CAPE LEEUWIN,12/05/2015,3.1,0.0, ,19.7,15.5,82,62,9.53,11.53
CAPE LEEUWIN,13/05/2015,3.9,0.0, ,22.3,12.1,82,45,7.65,12.53
CAPE LEEUWIN,14/05/2015,4.6,0.0, ,22.2,13.3,64,49,9.70,12.11
CAPE LEEUWIN,15/05/2015,6.4,0.0, ,21.8,15.4,52,21,9.87,3.95
CAPE LEEUWIN,16/05/2015,3.4,28.4, ,17.1,14.1,97,28,8.78,4.21
CAPE LEEUWIN,17/05/2015,2.2,59.6, ,19.4,12.5,96,68,7.98,10.44
CAPE LEEUWIN,18/05/2015,2.6,3.2, ,17.5,13.7,91,58,9.53,7.13
CAPE LEEUWIN,19/05/2015,2.9,3.2, ,15.8,13.1,92,50,11.27,9.27
CAPE LEEUWIN,20/05/2015,2.9,1.4, ,17.2,9.9,85,48,7.35,11.52
CAPE LEEUWIN,21/05/2015,2.8,0.0, ,17.4,10.4,84,45,5.91,11.82
CAPE LEEUWIN,22/05/2015,2.9,0.0, ,18.9,10.9,69,50,5.30,11.24
CAPE LEEUWIN,23/05/2015,2.9,2.0, ,19.5,13.1,90,54,7.88,9.45
CAPE LEEUWIN,24/05/2015,2.3,0.0, ,19.4,13.5,89,56,5.44,6.89
CAPE LEEUWIN,25/05/2015,2.6,0.2, ,19.4,14.8,90,54,6.61,7.20
CAPE LEEUWIN,26/05/2015,2.6,1.4, ,16.5,14.7,88,50,7.80,5.04
CAPE LEEUWIN,27/05/2015,2.9,0.2, ,18.7,13.9,91,43,6.90,8.17
CAPE LEEUWIN,28/05/2015,2.0,1.6, ,15.9,12.9,91,57,6.07,6.20
CAPE LEEUWIN,29/05/2015,2.1,2.4, ,17.0,9.5,91,51,4.40,11.01
CAPE LEEUWIN,30/05/2015,2.4,0.0, ,18.6,10.4,80,46,4.02,10.87
CAPE LEEUWIN,31/05/2015,2.2,0.0, ,19.8,12.6,80,54,3.69,10.28
Totals:,,89.9,125.4, ,,,,,, 
