'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BUSSELTON AERO Western Australia for June 2019,,,,,,,,,,
Issued at 22:31 GMT on Monday 01 July 2019,,,,,,,,,,
© Copyright Commonwealth of Australia 2019 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BUSSELTON AERO,01/06/2019,2.6,0.2, ,23.3,10.4,99,30,3.06,11.50
BUSSELTON AERO,02/06/2019,2.9,0.0, ,22.2,7.9,80,23,3.06,11.48
BUSSELTON AERO,03/06/2019,2.6,0.0, ,20.8,3.9,75,32,3.05,11.30
BUSSELTON AERO,04/06/2019,3.1,0.0, ,21.2,5.1,76,30,4.10,11.38
BUSSELTON AERO,05/06/2019,3.4,0.0, ,20.1,4.2,80,33,5.54,9.26
BUSSELTON AERO,06/06/2019,3.9,0.0, ,19.5,11.5,96,33,10.55,3.78
BUSSELTON AERO,07/06/2019,1.5,53.4, ,16.6,11.0,100,66,5.07,6.87
BUSSELTON AERO,08/06/2019,1.9,5.8, ,17.4,6.6,99,59,6.15,4.44
BUSSELTON AERO,09/06/2019,1.8,13.8, ,16.5,7.3,96,65,6.69,8.75
BUSSELTON AERO,10/06/2019,1.9,6.8, ,12.7,11.1,89,59,7.99,4.45
BUSSELTON AERO,11/06/2019,1.6,13.6, ,15.9,8.7,99,61,5.06,9.65
BUSSELTON AERO,12/06/2019,1.5,6.6, ,16.7,7.8,99,56,3.06,8.49
BUSSELTON AERO,13/06/2019,1.5,3.4, ,18.3,9.2,100,55,2.52,10.63
BUSSELTON AERO,14/06/2019,1.4,2.6, ,18.2,9.9,100,62,2.88,9.87
BUSSELTON AERO,15/06/2019,1.3,0.4, ,17.5,7.8,100,57,2.30,9.36
BUSSELTON AERO,16/06/2019,1.5,3.0, ,18.4,9.3,100,60,3.12,8.25
BUSSELTON AERO,17/06/2019,1.1,2.2, ,14.7,5.5,99,56,1.88,7.32
BUSSELTON AERO,18/06/2019,1.4,0.0, ,17.0,3.9,97,57,2.66,9.31
BUSSELTON AERO,19/06/2019,1.3,0.2, ,16.5,3.4,99,53,2.23,10.96
BUSSELTON AERO,20/06/2019,1.8,0.0, ,15.1,4.1,94,48,4.15,7.41
BUSSELTON AERO,21/06/2019,2.0,0.0, ,19.5,8.5,99,43,3.15,11.05
BUSSELTON AERO,22/06/2019,0.6,8.6, ,18.1,8.7,100,95,5.28,3.81
BUSSELTON AERO,23/06/2019,1.6,18.0, ,18.2,8.0,100,64,4.53,9.36
BUSSELTON AERO,24/06/2019,1.5,6.0, ,17.5,8.0,98,54,2.84,9.78
BUSSELTON AERO,25/06/2019,2.3,0.8, ,19.3,12.0,91,59,6.78,8.20
BUSSELTON AERO,26/06/2019,2.2,5.0, ,19.1,14.4,99,61,8.91,7.15
BUSSELTON AERO,27/06/2019,1.7,4.0, ,13.9,10.6,88,60,5.20,6.49
BUSSELTON AERO,28/06/2019,1.4,6.0, ,15.4,5.3,93,50,2.40,10.28
BUSSELTON AERO,29/06/2019,2.0,0.0, ,16.3,6.5,90,57,5.76,6.61
BUSSELTON AERO,30/06/2019,1.5,1.8, ,18.3,12.5,92,70,3.65,8.42
Totals:,,56.8,162.2, ,,,,,, 
