'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for GERALDTON AIRPORT Western Australia for September 2017,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 October 2017,,,,,,,,,,
© Copyright Commonwealth of Australia 2017 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
GERALDTON AIRPORT,01/09/2017,3.2,0.4, ,19.3,8.3,97,45,4.92,15.84
GERALDTON AIRPORT,02/09/2017,2.9,1.0, ,17.3,9.7,95,50,4.22,17.00
GERALDTON AIRPORT,03/09/2017,3.5,0.0, ,18.7,3.1,95,38,4.36,19.96
GERALDTON AIRPORT,04/09/2017,4.6,0.0, ,22.5,3.4,95,28,5.02,20.10
GERALDTON AIRPORT,05/09/2017,5.7,0.0, ,26.6,7.4,92,14,4.55,20.22
GERALDTON AIRPORT,06/09/2017,3.9,0.0, ,24.7,5.4,94,26,3.96,6.88
GERALDTON AIRPORT,07/09/2017,4.2,0.8, ,25.6,13.4,93,42,4.78,15.52
GERALDTON AIRPORT,08/09/2017,3.5,0.2, ,23.1,11.4,97,55,3.47,20.59
GERALDTON AIRPORT,09/09/2017,3.5,0.2, ,23.4,12.6,100,56,3.27,20.00
GERALDTON AIRPORT,10/09/2017,3.9,0.0, ,23.3,9.6,100,37,3.92,17.36
GERALDTON AIRPORT,11/09/2017,3.7,0.0, ,21.5,13.9,94,49,4.32,19.66
GERALDTON AIRPORT,12/09/2017,3.7,0.0, ,21.6,11.4,94,45,5.45,14.57
GERALDTON AIRPORT,13/09/2017,5.7,0.0, ,26.1,4.8,93,22,4.94,21.35
GERALDTON AIRPORT,14/09/2017,5.9,0.0, ,30.0,8.1,87,21,4.02,19.92
GERALDTON AIRPORT,15/09/2017,4.9,0.0, ,28.2,9.5,97,29,3.85,17.97
GERALDTON AIRPORT,16/09/2017,4.6,0.0, ,26.7,13.3,100,30,3.30,20.49
GERALDTON AIRPORT,17/09/2017,3.8,0.0, ,25.1,7.8,100,53,3.45,20.95
GERALDTON AIRPORT,18/09/2017,5.7,0.0, ,33.0,8.0,100,18,2.75,21.79
GERALDTON AIRPORT,19/09/2017,3.9,0.2, ,24.3,10.7,100,48,2.94,21.55
GERALDTON AIRPORT,20/09/2017,3.9,0.2, ,24.3,13.2,96,53,3.52,20.38
GERALDTON AIRPORT,21/09/2017,4.0,0.0, ,24.6,14.1,96,56,6.95,16.14
GERALDTON AIRPORT,22/09/2017,4.7,3.0, ,21.9,16.1,94,44,9.06,18.80
GERALDTON AIRPORT,23/09/2017,4.2,1.4, ,21.4,13.4,88,37,4.69,17.50
GERALDTON AIRPORT,24/09/2017,3.2,0.8, ,19.8,11.7,94,53,6.30,12.80
GERALDTON AIRPORT,25/09/2017,4.5,8.0, ,19.9,11.5,84,45,7.63,20.14
GERALDTON AIRPORT,26/09/2017,3.2,0.6, ,19.3,8.9,96,46,4.19,14.22
GERALDTON AIRPORT,27/09/2017,3.6,21.4, ,20.0,7.9,97,43,3.54,20.04
GERALDTON AIRPORT,28/09/2017,3.3,0.6, ,19.1,9.4,95,47,4.07,16.75
GERALDTON AIRPORT,29/09/2017, ,10.6, , ,4.9,99,38,5.32,23.11
GERALDTON AIRPORT,30/09/2017, , , ,25.9, ,96,22,5.17,23.39
Totals:,,115.4,49.4, ,,,,,, 
