,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,PORT HEDLAND AIRPORT,2009-01-01,6.7,42.6,13.4,38.0,24.4,95,36,1.6,27.64
1,PORT HEDLAND AIRPORT,2009-01-02,8.9,0.8,7.6,41.4,26.3,86,20,2.86,31.32
2,PORT HEDLAND AIRPORT,2009-01-03,10.4,0.0,11.6,41.0,24.6,93,12,4.35,32.1
3,PORT HEDLAND AIRPORT,2009-01-04,10.3,0.0,14.8,40.6,25.6,95,15,4.61,31.99
4,PORT HEDLAND AIRPORT,2009-01-05,7.4,0.0,10.6,34.6,27.8,93,63,5.14,31.08
5,PORT HEDLAND AIRPORT,2009-01-06,7.6,0.0,9.0,34.3,27.5,87,58,4.63,31.21
6,PORT HEDLAND AIRPORT,2009-01-07,8.2,0.0,9.6,35.4,26.5,88,52,5.46,31.52
7,PORT HEDLAND AIRPORT,2009-01-08,8.5,0.0,9.6,38.4,25.9,93,43,3.93,31.75
8,PORT HEDLAND AIRPORT,2009-01-09,9.0,0.0,9.2,42.2,25.1,99,18,2.57,32.45
9,PORT HEDLAND AIRPORT,2009-01-10,8.4,0.0,10.2,38.5,26.8,97,47,4.0,31.81
10,PORT HEDLAND AIRPORT,2009-01-11,7.4,0.0,9.0,35.7,26.7,97,59,4.07,31.38
11,PORT HEDLAND AIRPORT,2009-01-12,8.2,0.0,11.0,35.4,27.3,95,47,5.55,31.34
12,PORT HEDLAND AIRPORT,2009-01-13,7.5,0.0,10.6,34.1,27.6,84,59,4.95,30.39
13,PORT HEDLAND AIRPORT,2009-01-14,7.3,0.0,9.0,33.8,27.8,85,57,4.08,29.54
14,PORT HEDLAND AIRPORT,2009-01-15,7.8,0.0,8.0,36.4,26.6,88,40,4.07,27.82
15,PORT HEDLAND AIRPORT,2009-01-16,11.2,0.0,10.0,46.0,27.5,88,9,4.18,30.18
16,PORT HEDLAND AIRPORT,2009-01-17,9.9,0.0,13.6,44.0,29.4,92,14,3.63,29.35
17,PORT HEDLAND AIRPORT,2009-01-18,8.5,0.0,12.4,38.6,28.0,92,38,4.03,29.88
18,PORT HEDLAND AIRPORT,2009-01-19,8.6,0.0,11.6,39.1,26.7,92,38,4.49,29.1
19,PORT HEDLAND AIRPORT,2009-01-20,7.3,0.0,10.0,35.6,28.9,87,55,4.06,28.07
20,PORT HEDLAND AIRPORT,2009-01-21,8.7,0.0,10.2,38.1,25.6,80,38,4.42,29.95
21,PORT HEDLAND AIRPORT,2009-01-22,7.9,0.0,11.0,36.5,27.5,83,54,5.63,27.87
22,PORT HEDLAND AIRPORT,2009-01-23,7.7,1.6,10.0,36.4,27.5,91,45,4.38,28.03
23,PORT HEDLAND AIRPORT,2009-01-24,7.4,0.0,9.2,37.0,28.3,97,51,4.78,26.75
24,PORT HEDLAND AIRPORT,2009-01-25,4.0,18.8,11.8,31.0,23.4,94,68,5.88,13.63
25,PORT HEDLAND AIRPORT,2009-01-26,6.6,1.8,9.4,33.9,26.3,94,60,7.03,24.8
26,PORT HEDLAND AIRPORT,2009-01-27,6.0,0.2,8.2,32.7,27.8,94,62,5.17,24.27
27,PORT HEDLAND AIRPORT,2009-01-28,6.7,8.4,7.6,34.0,26.2,95,54,4.74,26.63
28,PORT HEDLAND AIRPORT,2009-01-29,6.9,0.0,8.0,32.9,24.3,92,53,4.55,28.53
29,PORT HEDLAND AIRPORT,2009-01-30,6.9,0.0,8.0,32.8,26.4,84,58,5.49,27.3
30,PORT HEDLAND AIRPORT,2009-01-31,7.6,0.0,9.8,33.5,24.8,88,50,5.3,30.01
31,PORT HEDLAND AIRPORT,2009-02-01,8.8,0.0,11.0,35.6,25.5,87,47,7.61,30.51
32,PORT HEDLAND AIRPORT,2009-02-02,8.1,0.0,11.2,35.8,27.8,86,54,7.06,28.11
33,PORT HEDLAND AIRPORT,2009-02-03,6.6,0.6,8.8,35.6,26.9,93,59,4.75,25.30
34,PORT HEDLAND AIRPORT,2009-02-04,6.6,2.2,7.4,33.8,26.4,95,54,4.88,25.93
35,PORT HEDLAND AIRPORT,2009-02-05,8.3,0.0, ,37.3,27.0,86,43,5.55,26.63
36,PORT HEDLAND AIRPORT,2009-02-06,9.3,0.0, ,39.0,27.7,90,36,6.38,27.58
37,PORT HEDLAND AIRPORT,2009-02-07,8.0,0.0,26.6,36.3,27.8,91,47,5.87,27.65
38,PORT HEDLAND AIRPORT,2009-02-08,8.3,0.0,9.8,36.6,28.5,98,41,5.82,28.51
39,PORT HEDLAND AIRPORT,2009-02-09,8.8,12.0,11.2,37.7,24.0,94,40,5.98,29.57
40,PORT HEDLAND AIRPORT,2009-02-10,12.4,0.0,8.6,46.1,26.9,90,14,6.0,28.53
41,PORT HEDLAND AIRPORT,2009-02-11,9.4,0.0,12.0,41.0,27.6,89,19,4.31,27.32
42,PORT HEDLAND AIRPORT,2009-02-12,7.7,0.0,10.6,36.0,26.0,90,46,4.41,29.06
43,PORT HEDLAND AIRPORT,2009-02-13,8.9,0.0,8.4,37.2,27.6,86,33,6.39,25.20
