,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,HALLS CREEK COMPARISON,2015-09-01, , , , , , , , , 
1,HALLS CREEK COMPARISON,2015-09-02, , , , , , , , , 
2,HALLS CREEK COMPARISON,2015-09-03, , , , , , , , , 
3,HALLS CREEK COMPARISON,2015-09-04, , , , , , , , , 
4,HALLS CREEK COMPARISON,2015-09-05, , , , , , , , , 
5,HALLS CREEK COMPARISON,2015-09-06, , , , , , , , , 
6,HALLS CREEK COMPARISON,2015-09-07, , , , , , , , , 
7,HALLS CREEK COMPARISON,2015-09-08, , , , , , , , , 
8,HALLS CREEK COMPARISON,2015-09-09, , , , , , , , , 
9,HALLS CREEK COMPARISON,2015-09-10, , , , , , , , , 
10,HALLS CREEK COMPARISON,2015-09-11, , , , , , , , , 
11,HALLS CREEK COMPARISON,2015-09-12, , , , , , , , , 
12,HALLS CREEK COMPARISON,2015-09-13, , , , , , , , , 
13,HALLS CREEK COMPARISON,2015-09-14, , , , , , , , , 
14,HALLS CREEK COMPARISON,2015-09-15, , , , , , , , , 
15,HALLS CREEK COMPARISON,2015-09-16, , , , , , , , ,24.99
16,HALLS CREEK COMPARISON,2015-09-17, , , , , , , , ,22.60
17,HALLS CREEK COMPARISON,2015-09-18, , , ,35.2, , , , ,24.68
18,HALLS CREEK COMPARISON,2015-09-19,6.7,0.0, ,33.7,22.4,26,12,3.25,15.97
19,HALLS CREEK COMPARISON,2015-09-20,7.6,0.0, ,35.5,22.8,24,10,3.32,22.38
20,HALLS CREEK COMPARISON,2015-09-21,8.8,0.0, ,35.6,20.4,23,6,4.09,25.87
21,HALLS CREEK COMPARISON,2015-09-22,8.6,0.0, ,33.9,16.2,26,7,4.22,26.28
22,HALLS CREEK COMPARISON,2015-09-23,8.6,0.0, ,31.8,19.0,23,9,4.58,26.18
23,HALLS CREEK COMPARISON,2015-09-24,8.3,0.0, ,31.6,15.8,27,9,4.36,26.40
24,HALLS CREEK COMPARISON,2015-09-25,7.7,0.0, ,31.3,14.6,25,7,3.64,27.00
25,HALLS CREEK COMPARISON,2015-09-26,7.0,0.0, ,31.8,11.6,26,5,2.87,27.52
26,HALLS CREEK COMPARISON,2015-09-27,6.7,0.0, ,32.4,11.9,21,5,2.47,27.80
