,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,HILLARYS BOAT HARBOUR NTC,2013-05-01, , , , , , , , ,9.52
1,HILLARYS BOAT HARBOUR NTC,2013-05-02, , , , , , , , ,13.16
2,HILLARYS BOAT HARBOUR NTC,2013-05-03, , , , , , , , ,16.73
3,HILLARYS BOAT HARBOUR NTC,2013-05-04, , , , , , , , ,16.42
4,HILLARYS BOAT HARBOUR NTC,2013-05-05, , , , , , , , ,14.04
5,HILLARYS BOAT HARBOUR NTC,2013-05-06, , , , , , , , ,8.66
6,HILLARYS BOAT HARBOUR NTC,2013-05-07, , , , , , , , ,10.29
7,HILLARYS BOAT HARBOUR NTC,2013-05-08, , , , , , , , ,7.9
8,HILLARYS BOAT HARBOUR NTC,2013-05-09, , , , , , , , ,12.49
9,HILLARYS BOAT HARBOUR NTC,2013-05-10, , , , , , , , ,13.38
10,HILLARYS BOAT HARBOUR NTC,2013-05-11, , , , , , , , ,14.02
11,HILLARYS BOAT HARBOUR NTC,2013-05-12, , , , , , , , ,15.07
12,HILLARYS BOAT HARBOUR NTC,2013-05-13, , , , , , , , ,14.24
13,HILLARYS BOAT HARBOUR NTC,2013-05-14, , , , , , , , ,15.36
14,HILLARYS BOAT HARBOUR NTC,2013-05-15, , , ,23.8, , , , ,15.08
15,HILLARYS BOAT HARBOUR NTC,2013-05-16, , , ,23.2,14.8, , , ,7.97
16,HILLARYS BOAT HARBOUR NTC,2013-05-17,4.4, , ,20.3,16.4,30,27,4.28,13.06
17,HILLARYS BOAT HARBOUR NTC,2013-05-18,2.0, , ,20.9,12.7,41,25,1.21,12.23
18,HILLARYS BOAT HARBOUR NTC,2013-05-19,2.5, , ,21.5,12.5,42,25,1.78,14.56
19,HILLARYS BOAT HARBOUR NTC,2013-05-20,3.0, , ,19.6,12.1,43,27,2.80,12.24
20,HILLARYS BOAT HARBOUR NTC,2013-05-21,2.2, , ,20.5,11.3,45,26,1.44,14.84
21,HILLARYS BOAT HARBOUR NTC,2013-05-22,2.5, , ,21.7,11.0,46,24,1.81,14.46
22,HILLARYS BOAT HARBOUR NTC,2013-05-23,2.5, , ,20.6,10.0,49,25,2.00,14.55
23,HILLARYS BOAT HARBOUR NTC,2013-05-24,2.9, , ,21.8,10.8,47,24,2.46,14.38
24,HILLARYS BOAT HARBOUR NTC,2013-05-25,3.6, , ,23.3,11.9,44,22,3.12,14.1
25,HILLARYS BOAT HARBOUR NTC,2013-05-26,2.5, , ,21.6,14.8,35,24,1.83,13.39
26,HILLARYS BOAT HARBOUR NTC,2013-05-27,3.5, , ,20.9,15.6,34,25,3.12,13.61
27,HILLARYS BOAT HARBOUR NTC,2013-05-28, , , , ,14.6,37,27,2.19,9.8
28,HILLARYS BOAT HARBOUR NTC,2013-05-29, , , ,19.1, ,41,28,3.15,12.23
29,HILLARYS BOAT HARBOUR NTC,2013-05-30,3.4, , ,14.9,13.0,49,29,4.77,9.75
30,HILLARYS BOAT HARBOUR NTC,2013-05-31,1.6, , ,16.3,7.0,61,34,1.39,13.76
31,HILLARYS BOAT HARBOUR NTC,2013-06-01,1.8, , ,17.7,7.2,60,31,1.46,13.70
32,HILLARYS BOAT HARBOUR NTC,2013-06-02,2.0, , ,18.0,9.8,48,30,1.78,13.30
