,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,ALBANY AIRPORT,2009-01-01,5.8,0.0,8.0,23.9,15.2,96,52,7.07,31.55
1,ALBANY AIRPORT,2009-01-02,6.6,0.0,9.4,27.0,16.7,83,55,6.1,32.8
2,ALBANY AIRPORT,2009-01-03,5.5,0.0,8.0,23.0,17.4,93,51,3.81,30.01
3,ALBANY AIRPORT,2009-01-04,6.2,0.0,7.2,27.6,11.1,99,40,2.59,33.73
4,ALBANY AIRPORT,2009-01-05,6.0,0.0,7.4,27.8,11.0,99,44,2.76,31.7
5,ALBANY AIRPORT,2009-01-06,5.0,0.0,7.8,23.7,17.9,77,55,4.18,22.7
6,ALBANY AIRPORT,2009-01-07,6.5,0.0,5.6,23.6,13.2,80,41,5.7,33.0
7,ALBANY AIRPORT,2009-01-08,5.7,0.0,9.2,25.0,12.6,94,53,5.62,31.0
8,ALBANY AIRPORT,2009-01-09,6.0,0.0,7.2,25.4,13.6,94,54,4.49,33.47
9,ALBANY AIRPORT,2009-01-10,5.7,0.0,8.0,24.7,12.8,99,51,2.59,33.72
10,ALBANY AIRPORT,2009-01-11,8.4,0.0,7.4,35.4,12.0,100,17,3.04,34.03
11,ALBANY AIRPORT,2009-01-12,4.7,0.0,8.0,26.7,13.4,93,52,4.29,20.17
12,ALBANY AIRPORT,2009-01-13,5.3,1.2,6.0,22.1,11.7,92,41,3.67,29.49
13,ALBANY AIRPORT,2009-01-14,5.5,0.0,6.2,23.1,10.4,89,41,3.99,29.35
14,ALBANY AIRPORT,2009-01-15,7.5,0.0,6.8,28.7,10.4,97,37,6.22,34.04
15,ALBANY AIRPORT,2009-01-16,12.4,0.0,9.8,40.9,16.5,95,10,6.22,33.12
16,ALBANY AIRPORT,2009-01-17,4.9,0.0,13.6,23.5,18.7,95,55,4.65,24.84
17,ALBANY AIRPORT,2009-01-18,3.5,0.0,6.0,20.0,17.1,82,58,5.27,12.95
18,ALBANY AIRPORT,2009-01-19,4.7,0.2,4.2,21.2,14.6,84,44,3.6,23.6
