,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,WARBURTON AIRFIELD,2009-01-01,12.0,0.0, ,36.8,20.9,50,13,6.6,34.2
1,WARBURTON AIRFIELD,2009-01-02,11.7,0.0, ,35.6,21.1,38,11,6.04,34.42
2,WARBURTON AIRFIELD,2009-01-03,9.9,0.0, ,38.1,18.4,39,9,3.5,34.13
3,WARBURTON AIRFIELD,2009-01-04,10.7,0.0, ,39.6,20.0,48,10,4.56,31.13
4,WARBURTON AIRFIELD,2009-01-05,11.3,0.0, ,38.3,22.4,38,9,4.88,33.71
5,WARBURTON AIRFIELD,2009-01-06,11.3,0.0, ,39.0,20.9,32,8,4.63,33.87
6,WARBURTON AIRFIELD,2009-01-07,13.4,0.0, ,38.8,22.0,30,11,7.13,33.54
7,WARBURTON AIRFIELD,2009-01-08,12.2,0.0, ,37.3,21.6,38,11,6.18,34.18
8,WARBURTON AIRFIELD,2009-01-09,11.5,0.0, ,38.1,20.2,26,11,5.09,33.52
9,WARBURTON AIRFIELD,2009-01-10,12.0,0.0, ,37.2,21.5,33,9,5.83,33.71
10,WARBURTON AIRFIELD,2009-01-11,10.9,0.0, ,36.9,19.3,35,9,4.74,33.9
11,WARBURTON AIRFIELD,2009-01-12,11.4,0.0, ,41.6,16.6,36,7,4.2,33.67
12,WARBURTON AIRFIELD,2009-01-13,12.2,0.0, ,44.0,22.0,29,6,4.53,33.09
13,WARBURTON AIRFIELD,2009-01-14,12.6,0.0, ,39.5,22.7,48,18,6.94,32.82
14,WARBURTON AIRFIELD,2009-01-15,11.5,0.0, ,36.2,18.9,39,19,7.18,29.0
15,WARBURTON AIRFIELD,2009-01-16,11.3,0.0, ,38.5,23.4,31,17,5.16,32.66
16,WARBURTON AIRFIELD,2009-01-17,11.8,0.0, ,41.0,21.3,29,9,4.88,32.69
17,WARBURTON AIRFIELD,2009-01-18,10.5,0.0, ,40.0,23.5,43,12,4.26,31.12
18,WARBURTON AIRFIELD,2009-01-19,10.5,0.0, ,40.1,23.5,54,10,4.3,31.37
19,WARBURTON AIRFIELD,2009-01-20,10.5,0.0, ,39.2,22.1,37,17,4.91,27.8
20,WARBURTON AIRFIELD,2009-01-21,10.8,0.0, ,39.7,23.6,41,16,4.83,30.17
21,WARBURTON AIRFIELD,2009-01-22,9.9,0.0, ,41.6,22.2,36,10,3.33,32.05
22,WARBURTON AIRFIELD,2009-01-23,10.6,0.0, ,43.1,21.2,32,8,3.6,32.23
23,WARBURTON AIRFIELD,2009-01-24,12.2,0.0, ,43.2,21.7,37,9,5.05,31.52
24,WARBURTON AIRFIELD,2009-01-25,9.8,0.0, ,41.5,29.9,98,18,5.05,27.07
25,WARBURTON AIRFIELD,2009-01-26,10.1,27.8, ,41.1,19.3,81,13,4.39,29.28
26,WARBURTON AIRFIELD,2009-01-27,9.3,0.0, ,42.6,20.9,79,7,2.88,31.26
27,WARBURTON AIRFIELD,2009-01-28,10.7,0.0, ,40.6,28.1,38,24,5.07,27.48
28,WARBURTON AIRFIELD,2009-01-29,9.6,0.0, ,40.3,28.1,54,20,4.44,25.2
