,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,PEARCE RAAF,2009-01-01,11.0,0.0, ,38.4,18.8,64,17,5.22,33.85
1,PEARCE RAAF,2009-01-02,10.9,0.0, ,39.1,22.0,76,19,5.12,34.12
2,PEARCE RAAF,2009-01-03,8.6,0.0, ,35.6,15.9,91,24,3.6,33.8
3,PEARCE RAAF,2009-01-04, ,0.0, ,37.0, ,65,16,4.78,34.04
4,PEARCE RAAF,2009-01-05,12.2,0.0, ,38.6,21.8,68,15,6.66,34.14
5,PEARCE RAAF,2009-01-06,10.8,0.0, ,38.0,19.9,71,20,5.56,33.5
6,PEARCE RAAF,2009-01-07,11.1,0.0, ,36.6,18.8,66,20,6.32,33.67
7,PEARCE RAAF,2009-01-08,10.6,0.0, ,38.1,19.6,61,21,4.97,33.87
8,PEARCE RAAF,2009-01-09,10.7,0.0, ,38.3,19.4,64,23,5.1,34.3
9,PEARCE RAAF,2009-01-10, ,0.0, ,37.4, ,63,15,4.76,34.22
10,PEARCE RAAF,2009-01-11,12.4,0.0, ,40.6,19.8,69,12,5.89,34.09
11,PEARCE RAAF,2009-01-12,7.1,0.0, ,28.8,13.3,82,41,6.09,29.57
12,PEARCE RAAF,2009-01-13,7.2,0.0, ,27.8,9.1,88,27,4.3,33.77
13,PEARCE RAAF,2009-01-14,8.5,0.0, ,32.7,12.0,86,19,4.65,31.75
14,PEARCE RAAF,2009-01-15, ,0.0, ,39.5, ,54,13,7.26,33.26
15,PEARCE RAAF,2009-01-16,13.9,0.0, ,43.7,23.2,78,10,6.98,32.89
16,PEARCE RAAF,2009-01-17,7.1,0.0, ,33.7,17.0,83,28,4.11,22.53
17,PEARCE RAAF,2009-01-18,7.7,0.0, ,33.2,21.7,60,30,5.6,17.57
18,PEARCE RAAF,2009-01-19,8.8,0.0, ,30.8,16.8,70,30,6.46,32.11
19,PEARCE RAAF,2009-01-20,9.2,0.0, ,31.8,15.7,78,19,5.6,33.71
20,PEARCE RAAF,2009-01-21,7.7,0.0, ,30.3,13.6,90,31,4.63,33.13
21,PEARCE RAAF,2009-01-22,7.3,0.0, ,30.6,17.1,83,41,5.14,30.29
22,PEARCE RAAF,2009-01-23,7.4,0.0, ,29.8,19.5,85,36,4.93,30.73
23,PEARCE RAAF,2009-01-24,7.8,0.0, ,33.8,11.9,96,26,3.29,33.02
24,PEARCE RAAF,2009-01-25, ,0.0, , ,15.4,85,16,2.77,32.74
25,PEARCE RAAF,2009-01-26, ,0.0, ,32.5, ,95,37,3.98,32.2
26,PEARCE RAAF,2009-01-27,7.6,0.0, ,35.2,16.1,83,31,4.22,25.17
27,PEARCE RAAF,2009-01-28,6.2,0.0, ,32.6,20.1,82,46,4.24,22.07
28,PEARCE RAAF,2009-01-29,4.2,0.0, ,25.0,20.2,79,56,4.83,13.72
29,PEARCE RAAF,2009-01-30, ,0.0, , ,18.1,81,42,3.17,19.93
30,PEARCE RAAF,2009-01-31, ,0.0, ,36.1, ,77,33,4.96,23.84
31,PEARCE RAAF,2009-02-01,8.9,0.0, ,38.7,23.2,78,24,3.78,29.87
32,PEARCE RAAF,2009-02-02,9.3,0.0, ,40.6,19.4,90,17,3.54,30.91
33,PEARCE RAAF,2009-02-03,7.9,0.0, ,36.1,17.6,92,23,3.17,30.75
34,PEARCE RAAF,2009-02-04,8.5,0.0, ,34.2,17.8,86,28,5.04,30.43
35,PEARCE RAAF,2009-02-05,9.5,0.0, ,34.4,17.5,70,22,5.96,30.40
36,PEARCE RAAF,2009-02-06,7.5,0.0, ,28.3,14.3,78,32,6.7,28.65
37,PEARCE RAAF,2009-02-07,7.1,0.0, ,28.8,9.2,78,27,4.27,30.95
38,PEARCE RAAF,2009-02-08,11.2,0.0, ,33.3,15.0,54,14,7.87,31.29
39,PEARCE RAAF,2009-02-09,12.2,0.0, ,35.0,18.5,55,13,8.56,31.25
40,PEARCE RAAF,2009-02-10,11.9,0.0, ,36.5,21.2,48,12,7.16,30.23
41,PEARCE RAAF,2009-02-11,10.6,0.0, ,39.2,23.9,34,10,4.45,30.56
42,PEARCE RAAF,2009-02-12,12.1,0.0, ,41.6,20.1,53,9,6.14,25.10
43,PEARCE RAAF,2009-02-13,5.7,0.0, ,27.0,21.6,66,51,6.26,16.77
44,PEARCE RAAF,2009-02-14,7.0,0.0, ,32.8,19.0,71,26,6.01,11.30
45,PEARCE RAAF,2009-02-15,7.7,0.0, ,35.4,15.3,92,22,3.5,28.47
46,PEARCE RAAF,2009-02-16,6.3,0.0, ,28.4,17.9,91,38,5.26,25.57
47,PEARCE RAAF,2009-02-17, ,0.0, ,32.3,14.7,78,24,5.33, 
48,PEARCE RAAF,2009-02-18, ,0.0, ,32.1,17.7,62,18,7.2, 
49,PEARCE RAAF,2009-02-19,9.8,0.0, ,34.2,17.2,59,16,5.92,29.30
50,PEARCE RAAF,2009-02-20,11.7,0.0, ,37.2,19.8,55,16,7.38,29.31
51,PEARCE RAAF,2009-02-21,11.4,0.0, ,40.2,22.7,44,13,6.12,24.21
52,PEARCE RAAF,2009-02-22,8.3,0.0, ,33.4,19.5,64,25,5.07,26.96
53,PEARCE RAAF,2009-02-23,9.7,0.0, ,35.6,17.6,59,22,6.31,26.23
54,PEARCE RAAF,2009-02-24,5.0,0.0, ,26.5,18.6,90,47,4.09,22.23
55,PEARCE RAAF,2009-02-25,4.6,0.0, ,24.9,12.5,89,43,4.52,18.45
56,PEARCE RAAF,2009-02-26, ,1.0, ,24.8, ,92,31,3.51,25.45
57,PEARCE RAAF,2009-02-27,8.0,0.0, ,32.4,13.0,77,17,4.65,27.74
58,PEARCE RAAF,2009-02-28,9.5,0.0, ,37.4,15.2,77,20,6.01,22.96
59,PEARCE RAAF,2009-03-01,7.1,0.0, ,34.3,22.0,79,39,6.15,18.67
60,PEARCE RAAF,2009-03-02,6.4,0.0, ,25.2,18.1,86,35,8.42,22.67
61,PEARCE RAAF,2009-03-03,6.7,0.0, ,25.7,8.4,71,20,5.06,27.45
62,PEARCE RAAF,2009-03-04,8.8,0.0, ,31.0,14.1,54,13,5.57,27.96
63,PEARCE RAAF,2009-03-05,8.1,0.0, ,34.5,17.1,50,9,3.45,28.23
64,PEARCE RAAF,2009-03-06,9.2,0.0, ,35.7,16.8,48,11,4.65,27.58
65,PEARCE RAAF,2009-03-07,9.9,0.0, ,31.9,17.6,59,18,7.97,27.12
66,PEARCE RAAF,2009-03-08,9.1,0.0, ,35.4,19.2,39,13,4.72,26.00
67,PEARCE RAAF,2009-03-09,7.7,0.0, ,36.7,14.5,59,12,3.18,26.62
68,PEARCE RAAF,2009-03-10,8.1,0.0, ,38.4,13.0,59,10,3.19,26.52
69,PEARCE RAAF,2009-03-11,5.8,0.0, ,31.4,11.7,81,21,3.09,21.31
70,PEARCE RAAF,2009-03-12,4.5,0.0, ,27.4,17.8,84,45,3.42,17.98
71,PEARCE RAAF,2009-03-13,6.6,0.0, ,29.3,11.9,76,21,4.16,25.67
72,PEARCE RAAF,2009-03-14,8.6,0.0, ,31.7,14.6,55,20,6.34,24.66
73,PEARCE RAAF,2009-03-15,10.5,0.0, ,40.1,16.7,47,12,5.57,22.77
