,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,NEWMAN AERO,2009-02-01,10.3,0.0, ,41.5,28.4,59,13,4.12,30.45
1,NEWMAN AERO,2009-02-02,11.2,0.0, ,41.4,31.2,40,21,5.18,28.17
2,NEWMAN AERO,2009-02-03,10.4,0.6, ,43.4,30.1,52,10,3.88,29.39
3,NEWMAN AERO,2009-02-04,11.0,0.0, ,43.0,28.0,52,13,4.82,27.19
4,NEWMAN AERO,2009-02-05,10.2,0.0, ,41.3,26.8,64,16,4.42,28.91
5,NEWMAN AERO,2009-02-06,10.1,0.0, ,41.7,29.6,47,17,4.34,26.24
6,NEWMAN AERO,2009-02-07,10.2,0.8, ,41.0,28.1,73,19,5.04,27.60
7,NEWMAN AERO,2009-02-08,9.4,1.4, ,39.7,25.2,81,22,4.82,27.50
8,NEWMAN AERO,2009-02-09,11.5,0.0, ,40.4,26.5,40,14,5.44,30.18
9,NEWMAN AERO,2009-02-10,12.2,0.0, ,39.8,26.7,34,14,6.13,30.57
10,NEWMAN AERO,2009-02-11,10.4,0.0, ,39.3,25.5,29,10,4.25,30.79
11,NEWMAN AERO,2009-02-12,10.3,0.0, ,40.8,27.1,23,10,3.95,30.23
12,NEWMAN AERO,2009-02-13,10.1,0.0, ,39.7,27.1,41,12,4.19,29.16
13,NEWMAN AERO,2009-02-14,9.7,0.0, ,37.4,24.9,64,17,5.58,25.18
14,NEWMAN AERO,2009-02-15,8.5,0.0, ,37.3,25.2,72,20,4.96,21.19
15,NEWMAN AERO,2009-02-16,8.4,0.0, ,37.9,26.5,74,24,5.04,21.12
16,NEWMAN AERO,2009-02-17, ,0.2, ,32.5,26.3,89,40,3.28, 
17,NEWMAN AERO,2009-02-18, ,35.2, ,32.9,21.8,99,48,2.8, 
18,NEWMAN AERO,2009-02-19,7.7,0.2, ,34.6,22.5,75,33,3.98,27.67
19,NEWMAN AERO,2009-02-20,8.1,0.0, ,36.8,25.0,83,28,4.21,27.10
20,NEWMAN AERO,2009-02-21,7.9,1.6, ,37.9,24.7,84,21,3.08,28.10
21,NEWMAN AERO,2009-02-22,9.2,0.0, ,40.6,25.8,67,16,3.9,27.63
22,NEWMAN AERO,2009-02-23,9.2,0.0, ,40.5,27.8,44,19,3.47,29.18
23,NEWMAN AERO,2009-02-24,10.5,0.0, ,41.1,27.2,52,16,4.79,28.91
24,NEWMAN AERO,2009-02-25,8.9,0.4, ,41.2,26.0,63,16,3.39,27.75
25,NEWMAN AERO,2009-02-26,10.9,0.0, ,40.9,27.4,41,14,5.22,27.00
26,NEWMAN AERO,2009-02-27,7.2,0.0, ,35.3,27.3,73,31,5.52,15.70
