,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,PERTH METRO,2009-01-01,8.5,0.0, ,36.5,19.1,79,39,3.6,33.99
1,PERTH METRO,2009-01-02,8.7,0.0, ,35.4,21.5,81,28,3.43,34.26
2,PERTH METRO,2009-01-03,8.1,0.0, ,32.2,20.8,82,35,3.88,34.06
3,PERTH METRO,2009-01-04,9.0,0.0, ,35.0,18.7,65,21,3.58,34.04
4,PERTH METRO,2009-01-05,9.4,0.0, ,36.1,21.9,73,22,4.02,34.13
5,PERTH METRO,2009-01-06,8.7,0.0, ,34.6,19.9,78,32,4.07,33.8
6,PERTH METRO,2009-01-07,9.3,0.0, ,35.4,18.8,65,24,4.06,33.84
7,PERTH METRO,2009-01-08,8.9,0.0, ,35.3,19.9,66,29,3.71,33.96
8,PERTH METRO,2009-01-09,8.9,0.0, ,35.0,19.3,72,31,3.86,34.39
9,PERTH METRO,2009-01-10,8.4,0.0, ,34.3,18.2,79,24,3.27,34.29
10,PERTH METRO,2009-01-11,9.6,0.0, ,38.4,21.1,71,15,3.38,34.23
11,PERTH METRO,2009-01-12,6.1,0.0, ,27.3,16.7,94,49,4.37,30.27
12,PERTH METRO,2009-01-13,6.4,0.2, ,25.9,12.0,95,32,3.41,33.42
13,PERTH METRO,2009-01-14,7.3,0.0, ,30.1,15.9,72,31,4.01,29.95
14,PERTH METRO,2009-01-15,10.2,0.0, ,39.7,18.8,59,15,3.86,33.35
15,PERTH METRO,2009-01-16,11.3,0.0, ,41.8,22.7,73,12,4.61,33.32
16,PERTH METRO,2009-01-17,5.8,0.0, ,30.3,18.3,75,38,3.32,21.54
17,PERTH METRO,2009-01-18,5.7,0.0, ,31.1,20.6,70,33,3.21,18.21
18,PERTH METRO,2009-01-19,7.1,0.0, ,28.9,15.9,79,37,4.36,32.05
19,PERTH METRO,2009-01-20,7.4,0.0, ,27.9,15.6,77,28,4.14,33.27
20,PERTH METRO,2009-01-21,6.6,0.0, ,26.9,16.4,80,46,4.31,32.73
21,PERTH METRO,2009-01-22,5.9,0.0, ,27.9,18.6,93,51,4.19,28.12
22,PERTH METRO,2009-01-23,6.4,0.0, ,27.1,19.8,84,48,4.08,30.66
23,PERTH METRO,2009-01-24,7.0,0.0, ,30.2,15.9,93,32,2.95,33.14
24,PERTH METRO,2009-01-25,8.8,0.0, ,37.4,18.1,80,20,3.31,32.7
25,PERTH METRO,2009-01-26,6.6,0.0, ,29.6,18.9,95,46,3.19,31.96
26,PERTH METRO,2009-01-27,7.0,0.0, ,32.7,17.8,80,37,3.76,27.71
27,PERTH METRO,2009-01-28,5.3,0.0, ,30.1,21.6,82,52,3.51,20.92
28,PERTH METRO,2009-01-29,4.6,0.0, ,26.9,19.4,79,51,3.98,16.62
29,PERTH METRO,2009-01-30,5.6,0.0, ,30.7,17.7,89,47,2.68,25.39
30,PERTH METRO,2009-01-31,6.9,0.0, ,36.0,23.3,80,39,2.6,27.11
31,PERTH METRO,2009-02-01,7.2,0.4, ,35.8,22.2,90,41,2.58,30.30
32,PERTH METRO,2009-02-02,7.7,0.0, ,38.6,22.3,95,29,2.33,30.98
33,PERTH METRO,2009-02-03,6.8,0.0, ,31.7,21.2,95,45,3.09,31.00
34,PERTH METRO,2009-02-04,7.6,0.0, ,30.4,20.0,74,35,4.72,30.58
