,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,SOUTHERN CROSS AIRFIELD,2009-01-01,11.5,0.0, ,38.2,17.2,71,15,6.38,32.6
1,SOUTHERN CROSS AIRFIELD,2009-01-02,15.0,0.0, ,44.3,21.2,35,7,6.97,32.26
2,SOUTHERN CROSS AIRFIELD,2009-01-03,11.6,0.0, ,36.7,20.2,70,20,7.57,33.25
3,SOUTHERN CROSS AIRFIELD,2009-01-04,11.1,0.0, ,35.0,16.0,76,13,6.84,33.74
4,SOUTHERN CROSS AIRFIELD,2009-01-05,11.2,0.0, ,38.5,17.8,65,10,5.25,33.19
5,SOUTHERN CROSS AIRFIELD,2009-01-06,13.3,0.0, ,40.0,18.8,64,12,7.56,33.12
6,SOUTHERN CROSS AIRFIELD,2009-01-07,11.6,0.0, ,38.5,16.8,74,14,6.35,32.27
7,SOUTHERN CROSS AIRFIELD,2009-01-08,12.3,0.0, ,39.6,19.8,60,15,6.68,31.89
8,SOUTHERN CROSS AIRFIELD,2009-01-09,12.7,0.0, ,40.4,19.1,67,10,6.41,33.4
9,SOUTHERN CROSS AIRFIELD,2009-01-10,12.2,0.0, ,39.2,19.6,65,11,6.34,33.27
10,SOUTHERN CROSS AIRFIELD,2009-01-11,12.8,0.0, ,42.3,19.6,50,7,5.49,33.25
11,SOUTHERN CROSS AIRFIELD,2009-01-12,13.9,0.0, ,41.6,20.9,64,6,7.71,29.35
12,SOUTHERN CROSS AIRFIELD,2009-01-13,9.2,0.0, ,30.7,16.8,67,10,4.97,33.49
13,SOUTHERN CROSS AIRFIELD,2009-01-14,10.5,0.0, ,34.1,15.8,62,15,6.35,32.23
14,SOUTHERN CROSS AIRFIELD,2009-01-15,11.8,0.0, ,36.4,17.9,54,15,7.04,32.78
15,SOUTHERN CROSS AIRFIELD,2009-01-16,13.3,0.0, ,41.2,21.6,26,9,6.02,33.48
16,SOUTHERN CROSS AIRFIELD,2009-01-17,13.8,0.0, ,42.9,21.9,35,6,6.22,32.39
17,SOUTHERN CROSS AIRFIELD,2009-01-18,7.4,0.0, ,32.6,19.3,75,31,6.37,17.7
18,SOUTHERN CROSS AIRFIELD,2009-01-19,5.2,0.0, ,25.8,16.4,94,53,7.75,21.19
