,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,LEONORA AERO,2009-01-01,12.0,0.0, ,40.3,25.9,25,10,5.04,33.12
1,LEONORA AERO,2009-01-02,12.3,0.0, ,41.4,26.9,25,9,5.06,32.65
2,LEONORA AERO,2009-01-03,14.3,0.0, ,43.9,27.0,28,7,6.53,30.65
3,LEONORA AERO,2009-01-04,11.2,0.0, ,36.1,21.0,61,20,6.65,33.71
4,LEONORA AERO,2009-01-05,12.1,0.0, ,39.5,23.0,47,10,5.63,33.62
5,LEONORA AERO,2009-01-06,11.1,0.0, ,41.6,24.6,28,7,3.95,33.53
6,LEONORA AERO,2009-01-07,12.9,0.0, ,42.5,24.2,44,8,5.68,32.68
7,LEONORA AERO,2009-01-08,13.8,0.0, ,42.7,26.5,32,9,6.39,32.42
8,LEONORA AERO,2009-01-09,13.3,0.0, ,41.5,26.9,25,8,5.84,33.36
9,LEONORA AERO,2009-01-10,12.4,0.0, ,40.4,26.4,31,10,5.44,33.11
10,LEONORA AERO,2009-01-11,12.4,0.0, ,41.0,27.2,24,9,5.17,33.15
11,LEONORA AERO,2009-01-12,17.0,0.0, ,45.5,29.8,25,6,8.39,31.49
12,LEONORA AERO,2009-01-13,10.4,0.0, ,34.9,21.9,58,14,5.37,33.16
13,LEONORA AERO,2009-01-14,11.7,0.0, ,36.8,21.5,41,16,6.42,32.81
14,LEONORA AERO,2009-01-15,13.2,0.0, ,37.3,21.3,39,9,7.69,32.39
15,LEONORA AERO,2009-01-16,11.6,0.0, ,38.6,22.3,28,8,4.99,33.31
16,LEONORA AERO,2009-01-17,11.4,0.0, ,42.0,23.8,24,7,4.2,32.85
17,LEONORA AERO,2009-01-18,12.9,0.0, ,43.4,24.2,44,5,5.51,31.9
18,LEONORA AERO,2009-01-19,12.3,0.0, ,37.8,21.9,51,14,7.36,30.95
19,LEONORA AERO,2009-01-20,10.2,0.0, ,34.5,21.0,59,22,6.4,30.87
20,LEONORA AERO,2009-01-21,9.4,0.0, ,39.1,22.7,42,8,3.15,31.97
21,LEONORA AERO,2009-01-22,9.7,0.0, ,39.3,22.3,19,8,3.3,32.4
22,LEONORA AERO,2009-01-23,10.2,0.0, ,40.6,23.7,34,10,3.57,32.68
23,LEONORA AERO,2009-01-24,11.1,0.0, ,40.8,23.4,56,10,4.7,31.67
24,LEONORA AERO,2009-01-25,14.6,0.0, ,44.0,25.3,35,8,7.1,30.54
25,LEONORA AERO,2009-01-26,10.8,0.0, ,42.1,30.1,92,16,6.9,23.18
26,LEONORA AERO,2009-01-27,5.4,16.8, ,31.8,22.6,93,46,5.06,16.26
27,LEONORA AERO,2009-01-28,5.4,8.6, ,32.1,22.1,92,51,5.21,17.2
28,LEONORA AERO,2009-01-29,6.3,8.2, ,34.1,21.0,88,37,2.89,24.08
29,LEONORA AERO,2009-01-30,5.0,0.2, ,30.5,22.2,81,54,4.31,16.69
30,LEONORA AERO,2009-01-31,5.3,0.2, ,30.6,23.5,83,49,4.88,15.86
31,LEONORA AERO,2009-02-01,8.8,0.2, ,38.3,22.5,82,18,4.04,27.84
32,LEONORA AERO,2009-02-02,10.3,0.0, ,40.9,24.0,50,13,4.17,30.13
