,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,FORREST,2009-01-01,8.8,0.0, ,29.7,17.0,81,25,6.76,33.5
1,FORREST,2009-01-02,9.5,0.0, ,30.9,13.1,76,16,5.95,34.7
2,FORREST,2009-01-03,10.2,0.0, ,35.7,12.3,86,9,4.84,34.03
3,FORREST,2009-01-04,9.8,1.8, ,34.8,17.7,90,18,6.72,28.33
4,FORREST,2009-01-05,9.7,0.2, ,34.4,15.8,88,22,5.74,34.08
5,FORREST,2009-01-06,10.0,0.0, ,35.5,15.3,87,19,5.51,34.18
6,FORREST,2009-01-07,8.7,0.0, ,30.3,16.0,84,31,6.94,34.31
7,FORREST,2009-01-08,9.8,0.0, ,30.6,16.2,80,19,7.40,34.59
8,FORREST,2009-01-09,8.6,0.0, ,30.1,11.9,81,25,5.93,33.9
9,FORREST,2009-01-10,8.4,0.0, ,30.2,13.8,80,22,5.08,33.83
10,FORREST,2009-01-11,9.2,0.0, ,32.1,12.3,78,20,5.54,34.09
11,FORREST,2009-01-12,12.3,0.0, ,39.9,14.1,83,7,5.80,34.23
12,FORREST,2009-01-13,11.4,0.0, ,30.9,22.3,65,13,9.40,33.02
13,FORREST,2009-01-14,9.3,0.0, ,31.2,14.2,72,20,6.49,32.28
14,FORREST,2009-01-15,9.0,0.0, ,29.2,16.7,71,28,7.26,34.08
15,FORREST,2009-01-16,10.1,0.0, ,33.1,12.2,85,16,6.50,34.38
16,FORREST,2009-01-17,11.4,0.0, ,38.0,13.8,90,6,5.48,34.07
17,FORREST,2009-01-18,12.5,0.0, ,40.2,15.9,33,3,5.31,33.19
18,FORREST,2009-01-19,11.3,0.0, ,36.4,17.7,92,14,7.59,32.1
19,FORREST,2009-01-20,7.4,0.0, ,28.2,18.5,87,40,7.22,30.6
20,FORREST,2009-01-21,8.5,0.0, ,34.3,11.7,81,7,3.26,32.99
21,FORREST,2009-01-22,10.5,0.0, ,34.3,19.4,70,17,6.60,32.76
22,FORREST,2009-01-23,10.8,0.0, ,37.5,15.5,77,16,5.77,32.7
23,FORREST,2009-01-24,9.4,0.0, ,35.3,16.2,86,18,4.72,32.87
24,FORREST,2009-01-25,11.2,0.0, ,37.8,15.6,82,13,6.11,32.78
25,FORREST,2009-01-26,11.0,0.0, ,41.4,16.3,87,8,4.80,30.05
26,FORREST,2009-01-27,13.7,0.0, ,43.7,24.0,45,4,6.57,26.5
27,FORREST,2009-01-28,15.9,0.0, ,46.3,23.3,72,8,8.77,26.58
28,FORREST,2009-01-29,9.9,1.2, ,37.0,21.2,82,26,7.55,24.83
29,FORREST,2009-01-30,5.7,0.0, ,29.9,23.4,77,49,7.19,12.82
30,FORREST,2009-01-31, ,0.0, ,41.3,22.1, , , ,29.05
31,FORREST,2009-02-01,11.1,0.0, ,40.8,19.9,77,21,6.1,28.97
32,FORREST,2009-02-02,10.9,0.0, ,39.2,21.1,84,23,6.79,30.35
33,FORREST,2009-02-03,12.2,0.0, ,43.6,19.7,85,9,5.62,29.86
34,FORREST,2009-02-04,14.5,0.0, ,45.5,20.1,77,8,7.18,29.90
35,FORREST,2009-02-05,8.6,0.0, ,34.0,20.3,81,35,8.73,21.48
36,FORREST,2009-02-06,11.4,0.0, ,41.6,18.7,84,17,6.03,29.34
37,FORREST,2009-02-07,6.3,0.2, ,27.0,20.7,86,51,9.29,23.92
38,FORREST,2009-02-08,8.5,0.0, ,27.3,16.4,65,29,8.37,30.36
39,FORREST,2009-02-09,8.3,0.0, ,26.8,18.5,60,35,9.27,27.87
40,FORREST,2009-02-10,8.4,0.0, ,26.6,17.9,61,32,9.24,28.35
41,FORREST,2009-02-11,8.8,0.0, ,28.4,11.8,68,20,7.87,30.02
42,FORREST,2009-02-12,9.8,0.0, ,31.9,12.5,84,11,7.1,30.73
43,FORREST,2009-02-13,11.6,0.0, ,35.6,13.9,75,5,7.19,30.49
44,FORREST,2009-02-14,11.2,0.0, ,35.7,13.7,81,5,6.81,30.43
45,FORREST,2009-02-15,9.8,0.0, ,35.1,15.9,94,12,6.24,28.94
46,FORREST,2009-02-16,10.6,0.0, ,37.3,17.8,57,9,5.85,26.18
47,FORREST,2009-02-17, ,0.0, ,38.5,19.3,55,9,5.35, 
48,FORREST,2009-02-18, ,0.0, ,26.2,19.9,85,45,7.96, 
49,FORREST,2009-02-19,7.1,0.0, ,29.2,18.8,84,33,6.17,25.46
50,FORREST,2009-02-20,7.4,0.0, ,29.5,12.8,83,26,5.35,28.34
51,FORREST,2009-02-21,7.9,0.0, ,30.7,12.8,81,21,5.36,28.76
52,FORREST,2009-02-22,9.5,0.0, ,36.5,12.3,87,9,4.78,29.04
53,FORREST,2009-02-23,8.7,0.0, ,32.7,19.7,83,31,7.84,27.88
54,FORREST,2009-02-24,12.0,0.0, ,40.3,16.9,83,10,7.29,25.07
55,FORREST,2009-02-25,15.5,0.0, ,44.5,21.7,34,5,8.23,23.48
56,FORREST,2009-02-26,12.2,0.0, ,35.9,26.7,65,10,9.24,26.87
57,FORREST,2009-02-27,7.2,0.0, ,29.4,15.6,75,31,6.43,23.79
58,FORREST,2009-02-28,5.3,0.0, ,27.6,18.1,95,36,6.5,13.84
59,FORREST,2009-03-01,1.8,7.2, ,19.3,17.1,98,88,5.38,10.60
60,FORREST,2009-03-02,2.4,21.0, ,23.1,15.6,98,75,6.74,9.86
61,FORREST,2009-03-03,5.5,14.6, ,20.9,13.6,85,39,7.9,26.81
62,FORREST,2009-03-04,3.9,0.0, ,21.1,10.1,91,51,4.81,19.20
63,FORREST,2009-03-05,4.1,0.0, ,23.2,12.7,98,52,4.38,20.77
64,FORREST,2009-03-06,4.3,0.2, ,23.8,12.1,98,47,3.48,22.80
65,FORREST,2009-03-07,4.9,0.2, ,23.0,12.0,95,45,6.61,24.27
66,FORREST,2009-03-08,4.8,0.0, ,23.9,12.3,96,44,5.83,22.34
67,FORREST,2009-03-09,4.6,0.0, ,25.5,12.6,97,49,4.74,21.75
68,FORREST,2009-03-10,5.7,0.0, ,27.2,15.4,91,40,5.39,23.97
69,FORREST,2009-03-11,6.0,0.0, ,29.3,14.2,92,28,3.75,25.61
70,FORREST,2009-03-12,6.7,0.0, ,32.7,14.6,95,16,3.41,25.64
71,FORREST,2009-03-13,10.7,0.0, ,36.3,19.5,76,11,7.75,23.91
72,FORREST,2009-03-14,6.2,0.0, ,26.0,14.4,81,31,5.76,25.55
73,FORREST,2009-03-15,5.9,0.0, ,26.0,13.0,72,35,5.14,24.81
74,FORREST,2009-03-16,6.2,0.0, ,28.2,11.4,86,28,4.67,25.25
75,FORREST,2009-03-17,7.7,0.0, ,32.9,12.5,90,11,4.66,25.33
76,FORREST,2009-03-18,8.6,0.0, ,31.3,19.0,79,14,6.94,24.73
77,FORREST,2009-03-19,5.5,0.0, ,28.3,12.4,88,27,3.26,24.73
78,FORREST,2009-03-20, ,0.0, ,36.9,15.2,83,14,6.5, 
79,FORREST,2009-03-21, ,0.2, ,28.1,17.6,88,34,7.2, 
80,FORREST,2009-03-22, ,0.0, ,28.2,11.2,84,26,5.0, 
81,FORREST,2009-03-23,4.7,0.0, ,25.6,13.8,97,33,6.36,11.64
82,FORREST,2009-03-24,5.1,3.2, ,28.1,14.9,98,45,4.98,22.85
83,FORREST,2009-03-25,5.3,0.0, ,28.5,11.5,98,33,3.76,23.62
84,FORREST,2009-03-26,5.8,0.0, ,27.8,12.8,93,32,5.43,23.42
85,FORREST,2009-03-27, ,0.0, ,29.4,13.0,97,28,4.62, 
86,FORREST,2009-03-28, ,0.0, ,33.8,12.0,91,14,3.47, 
87,FORREST,2009-03-29, ,0.0, ,36.3,15.3,82,12,5.81, 
88,FORREST,2009-03-30,8.2,0.0, ,34.1,16.9,84,11,6.6,13.62
89,FORREST,2009-03-31,8.4,0.0, ,37.5,22.8,71,11,4.95,20.54
90,FORREST,2009-04-01,5.0,0.6, ,27.5,20.2,84,47,6.46,16.15
91,FORREST,2009-04-02,5.0,0.0, ,26.4,13.4,96,29,4.24,22.07
92,FORREST,2009-04-03,5.0,0.0, ,24.5,10.8,87,33,5.17,21.22
93,FORREST,2009-04-04,4.4,0.0, ,22.7,13.5,71,37,4.54,17.31
94,FORREST,2009-04-05,4.7,0.0, ,23.5,12.9,82,40,5.83,18.6
95,FORREST,2009-04-06,4.9,0.0, ,23.7,14.8,91,34,6.62,18.42
96,FORREST,2009-04-07,5.6,0.0, ,23.8,11.2,83,28,6.71,21.69
97,FORREST,2009-04-08,5.4,0.0, ,25.6,9.3,92,22,4.75,22.11
98,FORREST,2009-04-09,5.0,0.0, ,27.5,8.5,94,14,3.1,21.48
99,FORREST,2009-04-10,5.6,0.0, ,29.1,7.9,65,11,3.16,21.88
100,FORREST,2009-04-11,6.2,0.0, ,30.5,8.4,80,8,3.7,21.73
101,FORREST,2009-04-12,7.6,0.0, ,30.9,11.3,96,9,6.26,20.93
102,FORREST,2009-04-13,6.9,0.0, ,29.8,13.8,94,12,6.03,19.66
103,FORREST,2009-04-14,5.3,0.0, ,30.6,11.2,97,17,3.48,19.22
104,FORREST,2009-04-15,3.7,0.0, ,24.7,13.4,90,42,3.62,16.07
105,FORREST,2009-04-16,4.2,0.0, ,25.8,10.8,88,38,3.98,18.73
106,FORREST,2009-04-17,2.2,0.2, ,19.1,14.0,92,69,4.95,10.47
107,FORREST,2009-04-18,3.8,7.4, ,24.4,14.0,90,58,6.84,17.2
