,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,TRUSCOTT,2009-01-01,6.9,0.0, ,32.9,28.0,81,59,4.83,26.56
1,TRUSCOTT,2009-01-02,5.4,19.0, ,31.7,23.6,96,54,3.63,21.7
2,TRUSCOTT,2009-01-03,6.6,0.2, ,32.9,25.7,88,56,3.16,28.38
3,TRUSCOTT,2009-01-04,6.9,0.0, ,33.7,24.7,85,48,2.99,29.28
4,TRUSCOTT,2009-01-05,6.7,0.0, ,33.5,26.9,95,60,4.15,28.4
5,TRUSCOTT,2009-01-06,6.9,28.4, ,33.0,22.7,86,58,4.61,29.88
6,TRUSCOTT,2009-01-07,6.8,0.2, ,32.9,26.6,88,65,5.18,29.29
7,TRUSCOTT,2009-01-08,6.5,5.8, ,33.3,24.9,81,58,4.26,25.96
8,TRUSCOTT,2009-01-09,3.1,0.8, ,30.7,26.0,91,68,4.33,8.5
9,TRUSCOTT,2009-01-10,5.7,51.8, ,32.7,23.3,90,67,4.81,24.56
10,TRUSCOTT,2009-01-11,6.7,14.6, ,32.8,23.7,83,62,4.12,29.63
11,TRUSCOTT,2009-01-12,6.7,0.0, ,32.9,27.1,84,56,4.2,26.8
12,TRUSCOTT,2009-01-13,7.2,0.0, ,33.2,27.3,86,52,4.11,29.48
13,TRUSCOTT,2009-01-14,6.2,0.0, ,32.9,27.7,93,56,3.62,25.17
14,TRUSCOTT,2009-01-15,5.9,3.6, ,32.9,24.3,93,60,4.02,24.62
15,TRUSCOTT,2009-01-16,4.1,12.2, ,29.6,23.8,91,70,4.02,16.41
16,TRUSCOTT,2009-01-17,5.5,1.6, ,31.9,25.3,90,63,2.72,24.16
17,TRUSCOTT,2009-01-18,5.8,2.6, ,31.2,26.2,90,68,4.12,25.94
18,TRUSCOTT,2009-01-19,5.5,1.4, ,31.3,25.7,92,64,3.82,24.02
19,TRUSCOTT,2009-01-20,5.7,5.4, ,31.7,25.6,88,70,3.94,25.16
20,TRUSCOTT,2009-01-21,6.1,4.0, ,31.6,25.9,90,70,4.21,27.77
21,TRUSCOTT,2009-01-22,4.3,3.8, ,31.4,26.9,92,69,2.87,17.48
