,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,LEARMONTH AIRPORT,2009-01-01,8.6,0.0,9.0,38.3,25.3,88,34,3.49,31.47
1,LEARMONTH AIRPORT,2009-01-02,11.0,0.0,11.8,42.3,24.2,79,14,4.64,31.74
2,LEARMONTH AIRPORT,2009-01-03,11.4,0.0,12.0,42.0,24.3,72,16,4.99,32.2
3,LEARMONTH AIRPORT,2009-01-04,13.3,0.0,14.8,44.8,24.3,74,13,6.23,32.15
4,LEARMONTH AIRPORT,2009-01-05,14.1,0.0, ,45.8,26.0,62,9,6.24,32.34
5,LEARMONTH AIRPORT,2009-01-06,9.7,0.0, ,38.7,25.4,85,29,4.73,32.67
6,LEARMONTH AIRPORT,2009-01-07,8.5,0.0,52.8,37.3,22.7,89,35,3.9,31.51
7,LEARMONTH AIRPORT,2009-01-08,8.7,0.0,8.2,38.6,22.2,92,35,3.89,31.65
8,LEARMONTH AIRPORT,2009-01-09,10.5,0.0,8.6,40.9,25.7,78,20,4.66,31.64
9,LEARMONTH AIRPORT,2009-01-10,12.9,0.0,11.8,47.1,26.5,65,7,4.89,32.07
10,LEARMONTH AIRPORT,2009-01-11,10.5,0.0, ,41.6,25.7,84,22,4.71,31.97
11,LEARMONTH AIRPORT,2009-01-12,11.9,0.0,29.8,41.6,23.8,84,19,6.46,31.79
12,LEARMONTH AIRPORT,2009-01-13,14.0,0.0,15.8,42.3,20.7,78,9,7.56,32.15
13,LEARMONTH AIRPORT,2009-01-14,13.7,0.0, ,42.2,20.1,82,5,7.01,32.11
14,LEARMONTH AIRPORT,2009-01-15,8.4,0.0, ,36.4,22.1,85,36,4.75,29.63
15,LEARMONTH AIRPORT,2009-01-16,10.8,0.0,39.8,42.8,25.5,88,22,5.12,30.4
16,LEARMONTH AIRPORT,2009-01-17,12.8,3.6,17.2,46.2,26.0,63,11,5.24,30.93
17,LEARMONTH AIRPORT,2009-01-18,13.1,0.0,16.2,44.3,27.6,68,6,5.89,31.3
18,LEARMONTH AIRPORT,2009-01-19,13.7,0.0, ,44.3,23.6,72,13,6.99,30.92
19,LEARMONTH AIRPORT,2009-01-20,10.7,0.0, ,39.3,23.4,69,20,5.49,30.82
20,LEARMONTH AIRPORT,2009-01-21,9.5,0.0,43.8,39.0,24.9,75,30,4.54,30.79
21,LEARMONTH AIRPORT,2009-01-22,12.2,0.0,13.2,41.5,26.1,60,13,5.96,30.88
22,LEARMONTH AIRPORT,2009-01-23,13.7,0.0, ,45.5,24.2,74,7,6.26,30.57
23,LEARMONTH AIRPORT,2009-01-24,7.6,0.0,30.2,37.0,27.4,83,35,4.0,24.09
24,LEARMONTH AIRPORT,2009-01-25,10.7,0.0, ,41.4,24.4,72,17,4.98,29.44
25,LEARMONTH AIRPORT,2009-01-26,7.2,0.2,24.4,34.6,25.1,86,47,5.09,25.04
26,LEARMONTH AIRPORT,2009-01-27,6.3,8.4,8.8,33.2,24.3,98,52,7.48,20.32
27,LEARMONTH AIRPORT,2009-01-28,6.7,0.2, ,32.3,22.9,97,45,6.03,23.99
28,LEARMONTH AIRPORT,2009-01-29,7.8,0.0, ,32.4,22.4,83,41,7.32,25.15
29,LEARMONTH AIRPORT,2009-01-30,8.7,0.0,40.2,34.0,22.6,81,41,8.5,25.95
30,LEARMONTH AIRPORT,2009-01-31,7.2,0.0,8.4,33.5,23.4,82,46,6.11,23.33
31,LEARMONTH AIRPORT,2009-02-01,7.3,0.0,9.6,34.7,21.8,95,44,4.34,29.00
32,LEARMONTH AIRPORT,2009-02-02,8.6,0.0, ,36.8,25.5,85,49,6.52,29.17
33,LEARMONTH AIRPORT,2009-02-03,9.7,0.0,21.2,41.8,27.2,87,26,4.88,27.01
34,LEARMONTH AIRPORT,2009-02-04,10.4,5.6,10.0,41.2,24.7,91,26,6.1,28.34
35,LEARMONTH AIRPORT,2009-02-05,8.1,0.6,8.8,38.9,25.5,92,29,3.81,26.35
36,LEARMONTH AIRPORT,2009-02-06,8.0,3.2,12.2,40.2,24.4,91,34,3.82,25.38
37,LEARMONTH AIRPORT,2009-02-07,7.9,0.0,9.8,36.8,24.5,94,41,4.98,27.52
38,LEARMONTH AIRPORT,2009-02-08,7.4,5.2,11.0,35.4,23.9,94,46,4.42,28.59
39,LEARMONTH AIRPORT,2009-02-09,6.6,0.8,9.0,36.5,25.6,95,45,3.87,22.82
40,LEARMONTH AIRPORT,2009-02-10,9.3,0.0,8.2,38.9,26.5,87,30,4.91,29.71
41,LEARMONTH AIRPORT,2009-02-11,9.7,0.0,11.0,39.4,26.8,80,22,4.61,30.15
42,LEARMONTH AIRPORT,2009-02-12,9.8,0.0,13.6,40.9,27.3,60,15,3.7,30.31
43,LEARMONTH AIRPORT,2009-02-13,9.1,0.0,12.2,37.7,26.5,75,21,4.48,28.29
44,LEARMONTH AIRPORT,2009-02-14,7.3,0.0,11.8,36.8,24.8,94,35,4.15,23.90
45,LEARMONTH AIRPORT,2009-02-15,3.5,23.6,12.4,28.9,23.6,97,73,5.11,14.37
46,LEARMONTH AIRPORT,2009-02-16,2.3,22.8,7.6,28.5,25.4,93,80,6.19,5.72
47,LEARMONTH AIRPORT,2009-02-17, ,3.0,2.4,31.7,24.6,96,66,3.51, 
48,LEARMONTH AIRPORT,2009-02-18, ,1.0,5.2,34.6,24.6,98,53,5.05, 
49,LEARMONTH AIRPORT,2009-02-19,7.3,0.0,6.8,35.5,24.2,85,50,4.6,27.50
50,LEARMONTH AIRPORT,2009-02-20,6.2,0.0,10.6,34.1,25.7,93,54,3.51,25.10
51,LEARMONTH AIRPORT,2009-02-21,6.4,0.0,7.0,33.0,24.8,96,57,2.76,29.07
52,LEARMONTH AIRPORT,2009-02-22,7.5,0.0,7.2,36.2,24.3,94,39,3.54,29.00
53,LEARMONTH AIRPORT,2009-02-23,8.7,0.0,8.6,37.8,26.3,88,37,5.28,28.88
54,LEARMONTH AIRPORT,2009-02-24,8.0,0.0,8.4,36.5,24.2,94,40,5.1,28.68
55,LEARMONTH AIRPORT,2009-02-25,8.7,0.0,12.0,35.2,23.1,88,37,7.07,28.14
56,LEARMONTH AIRPORT,2009-02-26,9.9,0.0,12.0,37.0,21.0,68,25,6.14,28.55
57,LEARMONTH AIRPORT,2009-02-27,9.9,0.0,10.6,40.0,22.3,69,17,4.94,25.90
58,LEARMONTH AIRPORT,2009-02-28,7.7,0.0,8.8,35.9,23.0,83,36,4.82,25.19
59,LEARMONTH AIRPORT,2009-03-01,8.4,0.0,10.6,36.6,24.5,81,44,6.26,26.95
60,LEARMONTH AIRPORT,2009-03-02,8.8,0.0,12.0,36.1,20.7,86,25,5.49,27.29
61,LEARMONTH AIRPORT,2009-03-03,8.3,0.0,10.4,38.3,20.8,76,21,3.7,27.46
62,LEARMONTH AIRPORT,2009-03-04,7.3,0.0,8.2,34.7,25.3,86,50,5.29,26.82
63,LEARMONTH AIRPORT,2009-03-05,7.4,0.0,9.8,37.8,25.5,80,25,2.65,27.91
64,LEARMONTH AIRPORT,2009-03-06,8.8,0.0,12.0,40.1,25.3,68,24,3.79,27.87
65,LEARMONTH AIRPORT,2009-03-07,9.9,0.0,11.2,39.7,27.2,69,16,4.88,28.02
66,LEARMONTH AIRPORT,2009-03-08,6.7,0.0,10.2,34.7,23.4,92,46,3.32,27.66
67,LEARMONTH AIRPORT,2009-03-09,7.5,0.0,7.2,35.2,23.4,96,16,3.25,28.28
68,LEARMONTH AIRPORT,2009-03-10,8.0,0.0,8.2,37.1,22.2,96,17,3.63,28.16
69,LEARMONTH AIRPORT,2009-03-11,8.8,0.0,11.2,38.6,23.5,100,13,4.15,28.17
70,LEARMONTH AIRPORT,2009-03-12,8.0,0.0,10.8,36.9,21.6,88,19,3.75,27.90
71,LEARMONTH AIRPORT,2009-03-13,8.3,0.0,8.4,37.3,21.7,89,26,4.41,27.65
72,LEARMONTH AIRPORT,2009-03-14,10.2,0.0,10.8,41.1,21.8,84,14,5.13,27.43
73,LEARMONTH AIRPORT,2009-03-15,10.5,0.0,11.4,41.1,23.6,84,12,5.41,27.46
74,LEARMONTH AIRPORT,2009-03-16,10.6,0.0,14.4,41.0,23.8,86,11,5.76,26.67
75,LEARMONTH AIRPORT,2009-03-17,12.6,0.0, ,42.4,22.2,88,9,7.57,26.51
76,LEARMONTH AIRPORT,2009-03-18,10.2,0.0,24.8,40.8,20.8,100,12,5.67,25.78
77,LEARMONTH AIRPORT,2009-03-19,8.4,0.0,11.4,38.5,21.5,75,21,4.16,25.77
78,LEARMONTH AIRPORT,2009-03-20, ,0.0,10.2,37.1,23.0,76,14,4.41, 
79,LEARMONTH AIRPORT,2009-03-21, ,0.0,11.8,37.0,21.5,67,18,4.18, 
80,LEARMONTH AIRPORT,2009-03-22, ,0.0,11.6,39.5,22.9,82,17,5.25, 
81,LEARMONTH AIRPORT,2009-03-23,10.9,0.0,10.6,37.0,21.9,72,12,7.38,25.65
