,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,BROOME NTC,2013-05-01, , , , , , , , ,24.54
1,BROOME NTC,2013-05-02, , , , , , , , ,24.13
2,BROOME NTC,2013-05-03, , , , , , , , ,23.39
3,BROOME NTC,2013-05-04, , , , , , , , ,22.89
4,BROOME NTC,2013-05-05, , , , , , , , ,23.01
5,BROOME NTC,2013-05-06, , , , , , , , ,22.82
6,BROOME NTC,2013-05-07, , , , , , , , ,22.4
7,BROOME NTC,2013-05-08, , , , , , , , ,20.02
8,BROOME NTC,2013-05-09, , , , , , , , ,21.62
9,BROOME NTC,2013-05-10, , , , , , , , ,21.71
10,BROOME NTC,2013-05-11, , , , , , , , ,21.57
11,BROOME NTC,2013-05-12, , , , , , , , ,21.0
12,BROOME NTC,2013-05-13, , , , , , , , ,21.42
13,BROOME NTC,2013-05-14, , , , , , , , ,16.96
14,BROOME NTC,2013-05-15, , , ,20.3, , , , ,7.15
15,BROOME NTC,2013-05-16, , , ,26.2,16.7, , , ,17.89
16,BROOME NTC,2013-05-17,6.5, , ,25.4,18.7,25,19,5.05,14.64
17,BROOME NTC,2013-05-18,7.0, , ,28.7,20.9,23,16,4.56,19.9
18,BROOME NTC,2013-05-19,7.0, , ,30.1,23.1,21,14,4.34,17.29
19,BROOME NTC,2013-05-20,6.9, , ,27.0,23.2,21,18,5.13,7.62
20,BROOME NTC,2013-05-21,6.0, , ,27.0,22.9,21,17,3.79,14.86
21,BROOME NTC,2013-05-22,9.5, , ,27.1,21.8,23,17,8.52,20.52
22,BROOME NTC,2013-05-23,9.6, , ,27.6,21.7,23,17,8.71,19.94
23,BROOME NTC,2013-05-24,9.7, , ,30.2,22.3,22,15,7.67,20.68
24,BROOME NTC,2013-05-25,9.5, , ,28.3,20.6,25,17,8.25,20.98
25,BROOME NTC,2013-05-26,8.2, , ,27.4,19.0,28,17,6.69,21.34
26,BROOME NTC,2013-05-27, , , , ,19.1,28,17,4.57,21.36
27,BROOME NTC,2013-05-28, , , , , , , , ,21.1
28,BROOME NTC,2013-05-29, , , ,26.9, ,24,18,2.43,20.91
