,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
0,KALGOORLIE-BOULDER AIRPORT,2009-01-01,10.4,0.2,15.8,35.5,19.5,62,19,5.73,32.98
1,KALGOORLIE-BOULDER AIRPORT,2009-01-02,11.7,0.0,16.0,40.7,20.7,49,9,4.9,33.49
2,KALGOORLIE-BOULDER AIRPORT,2009-01-03,12.7,0.0,16.2,42.5,24.8,65,7,5.68,33.46
3,KALGOORLIE-BOULDER AIRPORT,2009-01-04,10.1,0.0,18.0,33.5,17.3,75,15,6.02,33.58
4,KALGOORLIE-BOULDER AIRPORT,2009-01-05,9.9,0.0,16.0,37.7,18.8,59,13,3.83,33.97
5,KALGOORLIE-BOULDER AIRPORT,2009-01-06,11.0,0.0,12.0,39.2,21.5,57,11,4.72,33.37
6,KALGOORLIE-BOULDER AIRPORT,2009-01-07,10.6,0.0,18.0,35.6,18.0,71,20,6.38,33.39
7,KALGOORLIE-BOULDER AIRPORT,2009-01-08,11.3,0.0,15.4,37.7,19.3,64,18,6.14,33.17
8,KALGOORLIE-BOULDER AIRPORT,2009-01-09,10.8,0.0,17.8,37.5,22.2,45,15,4.89,33.45
9,KALGOORLIE-BOULDER AIRPORT,2009-01-10,10.0,0.0,18.4,38.0,21.6,47,16,3.98,32.99
10,KALGOORLIE-BOULDER AIRPORT,2009-01-11,11.1,0.0,15.6,39.5,21.5,50,11,4.65,33.65
11,KALGOORLIE-BOULDER AIRPORT,2009-01-12,14.8,0.0,17.2,44.6,26.3,56,5,7.29,30.36
12,KALGOORLIE-BOULDER AIRPORT,2009-01-13,8.5,0.0,22.2,30.6,17.9,71,20,4.47,33.74
13,KALGOORLIE-BOULDER AIRPORT,2009-01-14,9.7,0.0,12.4,32.3,16.6,58,19,5.84,33.29
14,KALGOORLIE-BOULDER AIRPORT,2009-01-15,10.5,0.0,15.6,33.5,16.5,65,13,6.29,33.56
15,KALGOORLIE-BOULDER AIRPORT,2009-01-16,10.5,0.0,15.0,36.5,19.5,52,8,4.46,34.09
16,KALGOORLIE-BOULDER AIRPORT,2009-01-17,10.8,0.0,15.6,41.4,23.0,40,7,3.79,33.43
17,KALGOORLIE-BOULDER AIRPORT,2009-01-18,12.1,0.0,16.6,41.6,18.6,75,6,5.6,30.81
18,KALGOORLIE-BOULDER AIRPORT,2009-01-19,9.4,0.0,12.0,32.0,19.1,77,24,7.31,30.72
